Matchweek,Match_Date,Home_Team,Away_Team,Win,log_ratio_Value,Cup_Home,Cup_Away,Winvalue,Home_Performance,Away_Performance,Home_Diff_Goals,Away_Diff_Goals,Aprob_TMValue_Costant,Dprob_TMValue_Costant,Hprob_TMValue_Costant,TMValue_Costant_pred,ln_TM_Home,ln_TM_Away,log_ratio_ln_TM,Aprob_TMValue_Lineups,Dprob_TMValue_Lineups,Hprob_TMValue_Lineups,TMValue_Lineups_pred,Elo_Home,Elo_Away,ratio_Elo
7,2021-10-03,Fiorentina,Napoli,A,-0.7777801576741433,0,1,0,2.0,2.0,0,14,0.5660870637070695,0.2710617293656058,0.1628512069273247,A,185722222.22222224,347355555.5555556,-0.6260967826012175,0.469409906679624,0.3178109880442155,0.2127791052761605,A,1647.559692,1816.749512,0.9068722358902717
7,2021-10-03,Bologna,Lazio,H,-0.6278377844411395,0,1,2,-1.0,1.0,-5,6,0.39596454470039844,0.3249399590390877,0.2790954962605139,A,94522222.22222222,135977777.7777778,-0.3636565110466015,0.280683119479056,0.33935076920335694,0.37996611131758706,H,1587.802734,1725.918457,0.9199755223430003
7,2021-10-03,Roma,Empoli,H,1.5065122028743638,1,0,2,1.0,0.0,6,-1,0.0737298797136326,0.16502884067328252,0.761241279613085,H,232922222.2222222,47877777.777777776,1.5820531203480446,0.06913843035669094,0.16785537690661873,0.7630061927366902,H,1750.770142,1551.796875,1.1282212061420733
7,2021-10-02,Torino,Juventus,A,-1.012978979421876,0,1,0,-1.0,0.0,3,0,0.5833378847743014,0.26320657808458736,0.15345553714111126,A,92111111.1111111,293377777.7777778,-1.1584655446793208,0.6843107974783346,0.2163350824049748,0.09935412011669065,A,1592.353271,1835.670288,0.8674505881635755
7,2021-10-02,Sassuolo,Internazionale,A,-0.9856207708976609,0,1,0,-1.0,1.5,-1,13,0.4828860584828506,0.3034161500874525,0.21369779142969691,A,127183333.33333333,408827777.7777778,-1.1676643710677468,0.5059440780113875,0.3047528720598843,0.18930304992872815,A,1676.5,1885.892456,0.8889690367370556
8,2021-10-16,Milan,Hellas Verona,H,1.3873236090021577,0,0,2,2.0,-1.0,10,1,0.13220841466025687,0.24291218413145785,0.6248794012082852,H,224694444.44444445,67884444.44444445,1.1969345413179333,0.17549825320816037,0.2954389279957333,0.5290628187961064,H,1816.287964,1586.65332,1.1447289342324638
8,2021-10-17,Udinese,Bologna,D,-0.3239416166949775,0,0,1,-2.0,0.0,-2,-2,0.3044470353214365,0.3285395589869626,0.36701340569160085,H,58383333.333333336,88405555.55555555,-0.4149043523445872,0.3505501327233909,0.34244210992458396,0.3070077573520252,A,1588.907471,1605.746094,0.9895135208094735
8,2021-10-17,Napoli,Torino,H,0.8999186196942653,0,0,2,2.0,-2.0,15,2,0.27159825660678377,0.32341567054829673,0.40498607284491944,H,353344444.4444444,78011111.11111112,1.5105920777974675,0.15405867861617667,0.2782718979006103,0.5676694234832131,H,1821.522217,1588.993652,1.1463370005961482
8,2021-10-18,Venezia,Fiorentina,H,-0.9730568970487301,0,0,2,-2.0,1.0,-7,-1,0.4484118425466988,0.3136779971074534,0.23791016034584783,A,47594444.44444445,160777777.7777778,-1.2173071082214308,0.5478955086591741,0.28730454237819314,0.16479994896263273,A,1484.574951,1642.786865,0.9036929760209642
8,2021-10-17,Empoli,Atalanta,A,-1.4786082446251905,0,0,0,-1.0,0.0,-3,1,0.7224886166399065,0.18868911696853985,0.08882226639155366,A,49430000.0,205388888.8888889,-1.4243476737215992,0.7285087461115679,0.1896686753212281,0.08182257856720399,A,1547.896362,1818.242676,0.8513145040711826
8,2021-10-17,Genoa,Sassuolo,D,-0.6419511671686289,0,0,1,-2.0,-2.0,-6,-2,0.5221939312100865,0.2893532726391099,0.18845279615080357,A,32555555.555555556,124432222.22222222,-1.3408131361630198,0.7388710925711321,0.18320371024031856,0.07792519718854929,A,1581.25769,1672.586792,0.9453964945575152
8,2021-10-16,Spezia,Salernitana,H,0.2276178317091309,0,0,2,-2.0,-1.0,-11,-10,0.2115915111241879,0.30238038488664704,0.486028103989165,H,34047777.777777776,11788888.888888888,1.0606072986806616,0.07284259337955777,0.1744592271295921,0.75269817949085,H,1516.588867,1467.721436,1.0332947586656354
8,2021-10-17,Juventus,Roma,H,0.37148852393675663,0,0,2,1.0,2.0,1,8,0.18094558383431114,0.2844365699912168,0.5346178461744721,H,194588888.8888889,244222222.2222222,-0.22718948668494787,0.3188366306532112,0.3430346340765983,0.3381287352701905,D,1839.029907,1754.670776,1.0480768997545555
8,2021-10-17,Cagliari,Sampdoria,H,0.22604350501399967,0,0,2,-2.0,-2.0,-8,-3,0.2558639164428394,0.31947861899848456,0.4246574645586761,H,83855555.55555555,45484444.44444445,0.6117253547939863,0.14079722383325757,0.26583228128442016,0.5933704948823223,H,1551.794434,1636.688843,0.9481303918193814
8,2021-10-16,Lazio,Internazionale,H,-0.7226206715014117,0,0,2,0.0,2.0,3,14,0.42629005672170145,0.3191155707619357,0.2545943725163629,A,176902222.2222222,335022222.2222222,-0.6385997015048699,0.3708089326819634,0.34055543328149435,0.2886356340365422,A,1707.975098,1889.805542,0.9037835163677385
9,2021-10-23,Salernitana,Empoli,A,-0.44042240522816123,0,0,0,-2.0,-2.0,-11,-6,0.4552057407295798,0.3118217487727419,0.23297251049767836,A,10460000.0,56866666.666666664,-1.6931508877526922,0.8235550580133241,0.127709664272305,0.04873527771437092,A,1451.268799,1532.274902,0.9471334400281131
9,2021-10-24,Hellas Verona,Lazio,H,-0.8307838823920871,0,1,2,-2.0,1.0,0,5,0.40212057421291114,0.32391957973925645,0.2739598460478324,A,80458888.8888889,158766666.6666667,-0.6796892621967685,0.3580568749425525,0.3418721361433728,0.30007098891407463,A,1573.525757,1709.902466,0.9202429894618329
9,2021-10-24,Atalanta,Udinese,D,1.3027548283524377,1,0,1,1.0,-2.0,4,-2,0.1457999966168248,0.2563129941589955,0.5978870092241797,H,187055555.55555555,55483333.333333336,1.2153229859119854,0.157408722981716,0.28118568576265757,0.5614055912556264,H,1808.120728,1577.538086,1.1461661331959754
9,2021-10-24,Internazionale,Juventus,D,-0.027747237900839185,1,1,1,1.0,2.0,12,2,0.27327685285943715,0.3237761125480386,0.40294703459252423,H,395227777.7777778,189066666.66666666,0.7373625647530614,0.1510208633233832,0.2755517007649646,0.5734274359116522,H,1864.063232,1838.476685,1.0139172540009664
9,2021-10-22,Sampdoria,Spezia,H,0.3891421340762339,0,0,2,-2.0,-1.0,-5,-10,0.17791258133436866,0.2823480319503968,0.5397393867152345,H,43530000.0,35991111.11111111,0.19017836117651976,0.24253602797917595,0.32993547251538047,0.4275284995054436,H,1622.123169,1520.741821,1.0666657197165355
9,2021-10-24,Fiorentina,Cagliari,H,0.5847791438381638,0,0,2,0.0,-1.0,-2,-6,0.21386597560828285,0.3034978247093782,0.482636199682339,H,177116666.6666667,82816666.66666667,0.7601793197703747,0.18149399713178474,0.29964234955176017,0.5188636533164551,H,1620.949951,1554.060669,1.0430416156423556
9,2021-10-22,Torino,Genoa,H,0.6423401965452529,0,0,2,-2.0,-2.0,1,-6,0.16490139393936076,0.2726904505062472,0.562408155554392,H,93788888.8888889,39555555.55555555,0.8633402401376439,0.13305406503972528,0.2578643463630027,0.609081588597272,H,1585.031616,1581.084717,1.0024963235414033
9,2021-10-23,Bologna,Milan,A,-1.18437751105121,0,1,0,-0.5,2.0,-2,11,0.5488017988841408,0.27856678995888906,0.17263141115697012,A,78633333.33333333,196961111.1111111,-0.9182106059780785,0.429165677988995,0.32952448436643605,0.24130983764456898,A,1595.752197,1801.313721,0.8858824414628439
9,2021-10-24,Roma,Napoli,D,-0.25842816420914616,1,1,1,1.0,2.0,7,16,0.33833373305215586,0.32997206455265027,0.33169420239519387,A,262722222.2222222,355633333.3333333,-0.30280295278159475,0.32607759394879327,0.34317090529291855,0.33075150075828824,D,1714.223877,1815.307983,0.9443157266168426
9,2021-10-23,Sassuolo,Venezia,H,0.850529405651984,0,0,2,-2.0,-1.0,-2,-6,0.10477577304465696,0.21084068689865776,0.6843835400566852,H,136200000.0,39137777.777777776,1.247036209604133,0.06250835479896623,0.1555291120604802,0.7819625331405535,H,1660.460205,1485.048584,1.1181184392819838
10,2021-10-27,Sampdoria,Atalanta,A,-1.3022706840679872,0,0,0,-1.0,0.5,-4,4,0.6454428386975403,0.23220349768938686,0.12235366361307287,A,42542222.222222224,199711111.1111111,-1.5463748310642098,0.7219579175029217,0.19371545818390068,0.08432662431317761,A,1617.530762,1801.501953,0.8978789944170547
10,2021-10-28,Napoli,Bologna,H,1.26514533411578,0,0,2,1.5,-1.5,16,-4,0.1520890097647042,0.26200924541806503,0.5859017448172308,H,342702222.2222222,88266666.66666666,1.3564993779183185,0.17983127568487267,0.29850147281936684,0.5216672514957605,H,1813.736572,1589.973511,1.1407338294958551
10,2021-10-27,Lazio,Fiorentina,H,0.1404726079995029,0,0,2,0.0,1.0,2,1,0.23126126160039898,0.3111510258924163,0.4575877125071848,H,190333333.33333334,174938888.8888889,0.08434021440032838,0.26196456144959157,0.3355176204377892,0.4025178181126192,H,1692.126953,1630.053711,1.0380804887477724
10,2021-10-26,Venezia,Salernitana,A,0.4545257175887979,0,0,0,-2.0,-2.0,-8,-13,0.20230004317632508,0.29752003763215007,0.5001799191915248,H,34942222.222222224,12200000.0,1.0522599520381748,0.10237249396752102,0.22055087585173494,0.677076630180744,H,1480.569824,1441.209595,1.0273105515926015
10,2021-10-26,Spezia,Genoa,D,-0.4354861243630222,0,0,1,-2.0,-2.0,-11,-7,0.4535752952819009,0.3122749328771709,0.23414977184092822,A,36617777.777777776,31397777.777777776,0.15379673510972752,0.24839907336292408,0.3318019892916758,0.4197989373454001,H,1507.206787,1565.25647,0.9629136284611557
10,2021-10-26,Milan,Torino,H,0.8191507966296955,0,0,2,2.0,-1.0,13,2,0.24515782644424758,0.3161950390104826,0.4386471345452698,H,262427777.77777776,100105555.55555555,0.9637507270641142,0.23778413254009442,0.32830223723144303,0.4339136302284625,H,1807.092407,1582.732544,1.1417547543648665
10,2021-10-27,Cagliari,Roma,A,-1.1041311373031608,0,0,0,-2.0,0.5,-9,7,0.5225795386143528,0.2892039219090248,0.18821653947662242,A,70166666.66666666,257555555.55555555,-1.3003620821091513,0.5366329338728443,0.29222609473527195,0.17114097139188378,A,1544.956909,1715.795166,0.9004320210329815
10,2021-10-27,Empoli,Internazionale,A,-1.8502534889102813,0,0,0,-1.0,0.5,-4,12,0.7906973241612331,0.14635260783419335,0.06295006800457359,A,55355555.55555555,325616666.6666667,-1.7719437948776742,0.7427666176448053,0.18075356828486755,0.07647981407032711,A,1542.334106,1862.030518,0.8283076410888341
10,2021-10-27,Udinese,Hellas Verona,D,-0.12099551874402978,0,0,1,-2.0,-1.0,-2,3,0.29924241359560894,0.32798786299395594,0.3727697234104352,H,59572222.222222224,61972222.222222224,-0.039496860646487233,0.25116027881040487,0.3326255044112671,0.4162142167783281,H,1584.15686,1591.301147,0.9955104117071313
10,2021-10-27,Juventus,Sassuolo,A,1.0133680087985,0,0,0,1.5,-1.0,2,0,0.18157495302871107,0.28486249523130247,0.5335625517399865,H,323988888.8888889,132572222.22222222,0.893581651348474,0.1983753600250569,0.3101958585710714,0.49142878140387175,H,1840.509399,1664.939087,1.105451492712778
11,2021-10-31,Roma,Milan,A,-0.17766034114457632,0,0,0,1.5,2.0,8,14,0.34164347385662613,0.32992376261119677,0.32843276353217715,A,251466666.66666666,253133333.33333334,-0.006605916478454329,0.27853035374642326,0.3389824075497923,0.3824872387037845,H,1720.606689,1809.46936,0.9508902040761829
11,2021-10-30,Atalanta,Lazio,D,0.3509754272163207,0,0,1,1.5,1.0,6,3,0.24701674541657426,0.3168017763683074,0.4361814782151183,H,213377777.7777778,186366666.6666667,0.13534813995607592,0.33261454957904973,0.34315207884314686,0.32423337157780335,D,1807.934448,1697.376465,1.0651346270433883
11,2021-10-30,Torino,Sampdoria,H,0.6886841868320412,0,0,2,-2.0,-2.0,1,-6,0.1565737504345268,0.26588588800671864,0.5775403615587545,H,94683333.33333333,41355555.55555555,0.8283312234630952,0.13901329604790924,0.2640441539005265,0.5969425500515643,H,1580.355469,1611.098267,0.9809181111855793
11,2021-10-31,Sassuolo,Empoli,A,0.8646327180126205,0,0,0,0.0,-2.0,1,-6,0.1932641986178595,0.2923205036279687,0.5144152977541718,H,136583333.33333334,46708888.88888889,1.0730004421602148,0.1568973368124282,0.2807466550284913,0.5623560081590805,H,1678.241089,1539.064331,1.0904294610671477
11,2021-10-31,Genoa,Venezia,D,0.20857823848335505,0,0,1,-2.0,-2.0,-7,-9,0.26031931640770295,0.320698088052973,0.4189825955393241,H,32282222.222222224,40358888.88888889,-0.223294981990224,0.39898350718949777,0.3361965696973033,0.26481992311319885,A,1564.954346,1470.151978,1.0644847399579527
11,2021-10-31,Salernitana,Napoli,A,-2.205362772311671,0,0,0,-1.0,2.0,-12,19,0.8074793866773019,0.1354646962504168,0.057055917072281304,A,11192222.222222222,298705555.5555556,-3.2842392315454148,0.9280492176729513,0.05374906937737234,0.01820171294967632,A,1451.627319,1817.845581,0.7985427003109127
11,2021-10-31,Internazionale,Udinese,H,1.6744000726375288,0,0,2,1.5,-2.0,14,-2,0.10520251253089273,0.21139572460605838,0.6834017628630489,H,321188888.8888889,57831111.11111111,1.7145025035851045,0.11543907650153894,0.23762886591652355,0.6469320575819375,H,1865.300293,1583.015625,1.1783208349570145
11,2021-10-31,Fiorentina,Spezia,H,1.199964782928397,0,0,2,0.0,-2.0,0,-11,0.1328842052161289,0.2436151379451635,0.6235006568387076,H,167027777.77777776,34860000.0,1.5668200924915838,0.09254088861645277,0.20642433980821628,0.701034771575331,H,1624.804199,1507.508911,1.0778073596408744
11,2021-11-01,Bologna,Cagliari,H,0.09741396739652708,0,0,2,-2.0,-2.0,-7,-10,0.2898304626065699,0.3267486454765765,0.3834208919168535,H,88511111.1111111,82816666.66666667,0.06649876403110441,0.3096171847211226,0.3426133113748839,0.34776950390399347,H,1585.864502,1540.145386,1.0296849352116944
11,2021-10-30,Hellas Verona,Juventus,H,-1.581151791794338,0,0,2,-1.5,0.5,3,1,0.7002019905774657,0.2017868499596034,0.09801115946293093,A,73688888.8888889,202566666.66666666,-1.0112170239883338,0.5758548510634789,0.2743931660032909,0.14975198293323022,A,1592.442505,1827.207397,0.8715171072613603
12,2021-11-07,Udinese,Sassuolo,H,-0.6887793017398679,0,0,2,-2.0,-1.0,-4,0,0.47640234085218575,0.3055022471554805,0.21809541199233368,A,69672222.22222222,122333333.33333334,-0.5629478544526213,0.4256677707908817,0.3303959914601694,0.2439362377489489,A,1582.568726,1667.966919,0.9488010271503472
12,2021-11-07,Sampdoria,Bologna,A,-0.3234574724105268,0,0,0,-2.0,-1.0,-9,-5,0.35866297747593306,0.3291874562921407,0.3121495662319262,A,47737777.777777776,90161111.1111111,-0.6358751220320448,0.4560627512284926,0.3220262002075487,0.2219110485639587,A,1599.90686,1595.952026,1.002478040652583
12,2021-11-07,Venezia,Roma,H,-1.4924088905137274,0,1,2,-2.0,0.5,-9,7,0.6474101350162658,0.2311574910324362,0.12143237395129802,A,51596666.666666664,247255555.55555555,-1.5669653687181746,0.6301772885835456,0.24676040545152234,0.12306230596493206,A,1476.090088,1711.053833,0.8626789289335001
12,2021-11-06,Juventus,Fiorentina,H,0.8908405174017537,1,0,2,-0.5,1.0,0,3,0.08921492771236163,0.18926832432992247,0.7215167479577159,H,331577777.7777778,165604444.44444445,0.6942603258464513,0.10465292283323968,0.2236668437055273,0.6716802334612331,H,1820.931885,1634.100586,1.1143328021546894
12,2021-11-07,Lazio,Salernitana,H,1.568055222637031,1,0,2,0.5,-2.0,3,-13,0.09589088803071304,0.19884801559450466,0.7052610963747823,H,184177777.7777778,11377777.777777778,2.7842393394597567,0.021985371046072025,0.06394419721630956,0.9140704317376185,H,1705.093994,1451.90979,1.174380120406792
12,2021-11-06,Spezia,Torino,H,-1.077826320908275,0,0,2,-2.0,-1.0,-14,4,0.6044062833744086,0.25314755025291336,0.14244616637267804,A,37406666.666666664,84751111.11111112,-0.8178699149754907,0.43025404121584926,0.3292482836880524,0.24049767509609826,A,1502.42041,1595.754761,0.9415108428431003
12,2021-11-07,Milan,Internazionale,D,-0.1660809448913413,1,1,1,2.0,2.0,15,16,0.36608463659632434,0.3286206243852487,0.3052947390184269,A,235527777.7777778,397711111.1111111,-0.5238970313991955,0.5086740564905761,0.3036934212200575,0.18763252228936644,A,1816.269165,1872.720703,0.9698558691055384
12,2021-11-05,Empoli,Genoa,D,-0.22268155084399163,0,0,1,-1.0,-2.0,-5,-7,0.443976090361443,0.31484377423153836,0.24118013540701871,A,49450000.0,28828888.888888888,0.5395840872620742,0.21863704067847217,0.32056755231562023,0.46079540700590765,H,1553.436523,1563.114258,0.9938086835620177
12,2021-11-06,Cagliari,Atalanta,A,-1.0762271790539875,0,1,0,-2.0,1.0,-12,6,0.48259757480156407,0.30351044141382644,0.2138919837846095,A,84555555.55555555,225488888.8888889,-0.9808621039832968,0.386173051820807,0.33841598460294803,0.2754109635762449,A,1534.265625,1806.58252,0.8492640707051677
12,2021-11-07,Napoli,Hellas Verona,D,1.4680914320667273,1,0,1,2.0,-0.5,20,4,0.10793411981907804,0.21490428177781168,0.6771615984031103,H,311900000.0,70433333.33333333,1.4880159876598564,0.12851630028349817,0.2529394904137756,0.6185442093027262,H,1825.519897,1607.357544,1.135727333233582
13,2021-11-22,Hellas Verona,Empoli,H,0.29684893501678256,0,0,2,-1.0,-1.5,4,-5,0.2611418065411701,0.320914012155106,0.41794418130372385,H,75722222.22222222,46266666.666666664,0.49264991439577355,0.24095500375132387,0.3294042039250398,0.4296407923236364,H,1613.714478,1552.575195,1.0393792733497846
13,2021-11-21,Salernitana,Sampdoria,A,-0.6167599657853646,0,0,0,-2.0,-2.0,-16,-10,0.5138145717243223,0.2925460098667655,0.1936394184089122,A,12280000.0,44822222.222222224,-1.2947321254648956,0.7218468045385381,0.19378382527528804,0.08436937018617385,A,1448.259155,1590.763062,0.9104178928942216
13,2021-11-21,Internazionale,Napoli,H,0.08531312182677148,0,0,2,1.5,1.5,16,20,0.2924547289295624,0.3271260351501734,0.3804192359202641,H,359627777.7777778,348022222.2222222,0.03280321124108259,0.29335612507520353,0.3411571374845607,0.3654867374402358,H,1872.32605,1819.162964,1.0292239271863275
13,2021-11-21,Sassuolo,Cagliari,D,0.46225165244141764,0,0,1,-2.0,-2.0,-1,-13,0.2006440839121956,0.29660274680109666,0.5027531692867078,H,144338888.8888889,88122222.22222222,0.49343918998759656,0.232635673462102,0.32640747092743594,0.44095685561046205,H,1658.830078,1531.372437,1.0832309880473576
13,2021-11-20,Atalanta,Spezia,H,1.691412818144221,0,0,2,2.0,-1.0,7,-13,0.0922301246397946,0.19365715853793244,0.714112716822273,H,200722222.2222222,35118888.88888889,1.743182842545149,0.11665034410980032,0.2391194034083632,0.6442302524818364,H,1809.475708,1511.671387,1.197003345807193
13,2021-11-20,Lazio,Juventus,A,-0.7503679094022508,0,0,0,1.5,0.5,6,1,0.616697196755318,0.24705536965772146,0.13624743358696056,A,180822222.2222222,293988888.8888889,-0.48602762280323897,0.5894614688549623,0.2677729318843506,0.1427655992606871,A,1708.744507,1823.978516,0.9368227158438747
13,2021-11-21,Bologna,Venezia,A,0.48569172060709354,0,0,0,0.0,-1.0,-4,-8,0.23689736972122744,0.31330673015214505,0.4497959001266275,H,96733333.33333333,49294444.44444445,0.6741466658368502,0.20188506159385952,0.31216464418969003,0.4859502942164504,H,1605.095825,1488.87085,1.0780624961527052
13,2021-11-21,Genoa,Roma,A,-1.2838306520303722,0,0,0,-2.0,-0.5,-7,6,0.640025053616459,0.2350650037014993,0.1249099426820417,A,30264444.444444444,235740000.0,-2.0527559299938316,0.8202574412499486,0.1299521566801526,0.04979040206989882,A,1564.19519,1698.273071,0.9210504580861953
13,2021-11-20,Fiorentina,Milan,H,-0.6970123346095733,0,0,2,0.0,1.5,2,15,0.4481174542311556,0.3137565066725961,0.23812603909624824,A,146611111.1111111,221277777.7777778,-0.41163524667832035,0.3087010828615789,0.34255586045372105,0.3487430566847001,H,1631.053955,1816.663818,0.8978292729998105
13,2021-11-22,Torino,Udinese,H,0.6891683311164919,0,0,2,-2.0,-1.0,3,-3,0.12672031650417978,0.23705565063746512,0.636224032858355,H,112166666.66666667,65922222.222222224,0.5315102644882946,0.16328033627413993,0.2860806760526845,0.5506389876731755,H,1586.503662,1591.705566,0.9967318679339217
14,2021-11-28,Milan,Sassuolo,A,0.8195398260063195,1,0,0,0.5,-2.0,14,-1,0.22330543311743095,0.3078427311186736,0.4688518357638955,H,241627777.7777778,133100000.0,0.5962977082963309,0.3335049652117514,0.34313933447093675,0.3233557003173118,D,1818.684326,1656.453247,1.097938821571823
