Matchweek,Match_Date,Home_Team,Away_Team,Win,log_ratio_Value,Cup_Home,Cup_Away,Winvalue,Home_Performance,Away_Performance,Home_Diff_Goals,Away_Diff_Goals,Aprob_TMValue_Costant,Dprob_TMValue_Costant,Hprob_TMValue_Costant,TMValue_Costant_pred,ln_TM_Home,ln_TM_Away,log_ratio_ln_TM
9,2021-10-23,Bologna,Milan,A,-1.18437751105121,0,1,0,-0.5,2.0,-2,11,0.5488017988841408,0.27856678995888906,0.17263141115697012,A,78633333.33333333,196961111.1111111,-0.9182106059780785
9,2021-10-24,Roma,Napoli,D,-0.25842816420914616,1,1,1,1.0,2.0,7,16,0.33833373305215586,0.32997206455265027,0.33169420239519387,A,262722222.2222222,355633333.3333333,-0.30280295278159475
9,2021-10-23,Sassuolo,Venezia,H,0.850529405651984,0,0,2,-2.0,-1.0,-2,-6,0.10477577304465696,0.21084068689865776,0.6843835400566852,H,136200000.0,39137777.777777776,1.247036209604133
10,2021-10-27,Sampdoria,Atalanta,A,-1.3022706840679872,0,0,0,-1.0,0.5,-4,4,0.6454428386975403,0.23220349768938686,0.12235366361307287,A,42542222.222222224,199711111.1111111,-1.5463748310642098
10,2021-10-28,Napoli,Bologna,H,1.26514533411578,0,0,2,1.5,-1.5,16,-4,0.1520890097647042,0.26200924541806503,0.5859017448172308,H,342702222.2222222,88266666.66666666,1.3564993779183185
10,2021-10-27,Lazio,Fiorentina,H,0.1404726079995029,0,0,2,0.0,1.0,2,1,0.23126126160039898,0.3111510258924163,0.4575877125071848,H,190333333.33333334,174938888.8888889,0.08434021440032838
10,2021-10-26,Venezia,Salernitana,A,0.4545257175887979,0,0,0,-2.0,-2.0,-8,-13,0.20230004317632508,0.29752003763215007,0.5001799191915248,H,34942222.222222224,12200000.0,1.0522599520381748
10,2021-10-26,Spezia,Genoa,D,-0.4354861243630222,0,0,1,-2.0,-2.0,-11,-7,0.4535752952819009,0.3122749328771709,0.23414977184092822,A,36617777.777777776,31397777.777777776,0.15379673510972752
10,2021-10-26,Milan,Torino,H,0.8191507966296955,0,0,2,2.0,-1.0,13,2,0.24515782644424758,0.3161950390104826,0.4386471345452698,H,262427777.77777776,100105555.55555555,0.9637507270641142
10,2021-10-27,Cagliari,Roma,A,-1.1041311373031608,0,0,0,-2.0,0.5,-9,7,0.5225795386143528,0.2892039219090248,0.18821653947662242,A,70166666.66666666,257555555.55555555,-1.3003620821091513
10,2021-10-27,Empoli,Internazionale,A,-1.8502534889102813,0,0,0,-1.0,0.5,-4,12,0.7906973241612331,0.14635260783419335,0.06295006800457359,A,55355555.55555555,325616666.6666667,-1.7719437948776742
10,2021-10-27,Udinese,Hellas Verona,D,-0.12099551874402978,0,0,1,-2.0,-1.0,-2,3,0.29924241359560894,0.32798786299395594,0.3727697234104352,H,59572222.222222224,61972222.222222224,-0.039496860646487233
10,2021-10-27,Juventus,Sassuolo,A,1.0133680087985,0,0,0,1.5,-1.0,2,0,0.18157495302871107,0.28486249523130247,0.5335625517399865,H,323988888.8888889,132572222.22222222,0.893581651348474
11,2021-10-31,Roma,Milan,A,-0.17766034114457632,0,0,0,1.5,2.0,8,14,0.34164347385662613,0.32992376261119677,0.32843276353217715,A,251466666.66666666,253133333.33333334,-0.006605916478454329
11,2021-10-30,Atalanta,Lazio,D,0.3509754272163207,0,0,1,1.5,1.0,6,3,0.24701674541657426,0.3168017763683074,0.4361814782151183,H,213377777.7777778,186366666.6666667,0.13534813995607592
11,2021-10-30,Torino,Sampdoria,H,0.6886841868320412,0,0,2,-2.0,-2.0,1,-6,0.1565737504345268,0.26588588800671864,0.5775403615587545,H,94683333.33333333,41355555.55555555,0.8283312234630952
11,2021-10-31,Sassuolo,Empoli,A,0.8646327180126205,0,0,0,0.0,-2.0,1,-6,0.1932641986178595,0.2923205036279687,0.5144152977541718,H,136583333.33333334,46708888.88888889,1.0730004421602148
11,2021-10-31,Genoa,Venezia,D,0.20857823848335505,0,0,1,-2.0,-2.0,-7,-9,0.26031931640770295,0.320698088052973,0.4189825955393241,H,32282222.222222224,40358888.88888889,-0.223294981990224
11,2021-10-31,Salernitana,Napoli,A,-2.205362772311671,0,0,0,-1.0,2.0,-12,19,0.8074793866773019,0.1354646962504168,0.057055917072281304,A,11192222.222222222,298705555.5555556,-3.2842392315454148
11,2021-10-31,Internazionale,Udinese,H,1.6744000726375288,0,0,2,1.5,-2.0,14,-2,0.10520251253089273,0.21139572460605838,0.6834017628630489,H,321188888.8888889,57831111.11111111,1.7145025035851045
11,2021-10-31,Fiorentina,Spezia,H,1.199964782928397,0,0,2,0.0,-2.0,0,-11,0.1328842052161289,0.2436151379451635,0.6235006568387076,H,167027777.77777776,34860000.0,1.5668200924915838
11,2021-11-01,Bologna,Cagliari,H,0.09741396739652708,0,0,2,-2.0,-2.0,-7,-10,0.2898304626065699,0.3267486454765765,0.3834208919168535,H,88511111.1111111,82816666.66666667,0.06649876403110441
11,2021-10-30,Hellas Verona,Juventus,H,-1.581151791794338,0,0,2,-1.5,0.5,3,1,0.7002019905774657,0.2017868499596034,0.09801115946293093,A,73688888.8888889,202566666.66666666,-1.0112170239883338
12,2021-11-07,Udinese,Sassuolo,H,-0.6887793017398679,0,0,2,-2.0,-1.0,-4,0,0.47640234085218575,0.3055022471554805,0.21809541199233368,A,69672222.22222222,122333333.33333334,-0.5629478544526213
12,2021-11-07,Sampdoria,Bologna,A,-0.3234574724105268,0,0,0,-2.0,-1.0,-9,-5,0.35866297747593306,0.3291874562921407,0.3121495662319262,A,47737777.777777776,90161111.1111111,-0.6358751220320448
12,2021-11-07,Venezia,Roma,H,-1.4924088905137274,0,1,2,-2.0,0.5,-9,7,0.6474101350162658,0.2311574910324362,0.12143237395129802,A,51596666.666666664,247255555.55555555,-1.5669653687181746
12,2021-11-06,Juventus,Fiorentina,H,0.8908405174017537,1,0,2,-0.5,1.0,0,3,0.08921492771236163,0.18926832432992247,0.7215167479577159,H,331577777.7777778,165604444.44444445,0.6942603258464513
12,2021-11-07,Lazio,Salernitana,H,1.568055222637031,1,0,2,0.5,-2.0,3,-13,0.09589088803071304,0.19884801559450466,0.7052610963747823,H,184177777.7777778,11377777.777777778,2.7842393394597567
12,2021-11-06,Spezia,Torino,H,-1.077826320908275,0,0,2,-2.0,-1.0,-14,4,0.6044062833744086,0.25314755025291336,0.14244616637267804,A,37406666.666666664,84751111.11111112,-0.8178699149754907
12,2021-11-07,Milan,Internazionale,D,-0.1660809448913413,1,1,1,2.0,2.0,15,16,0.36608463659632434,0.3286206243852487,0.3052947390184269,A,235527777.7777778,397711111.1111111,-0.5238970313991955
12,2021-11-05,Empoli,Genoa,D,-0.22268155084399163,0,0,1,-1.0,-2.0,-5,-7,0.443976090361443,0.31484377423153836,0.24118013540701871,A,49450000.0,28828888.888888888,0.5395840872620742
12,2021-11-06,Cagliari,Atalanta,A,-1.0762271790539875,0,1,0,-2.0,1.0,-12,6,0.48259757480156407,0.30351044141382644,0.2138919837846095,A,84555555.55555555,225488888.8888889,-0.9808621039832968
12,2021-11-07,Napoli,Hellas Verona,D,1.4680914320667273,1,0,1,2.0,-0.5,20,4,0.10793411981907804,0.21490428177781168,0.6771615984031103,H,311900000.0,70433333.33333333,1.4880159876598564
13,2021-11-22,Hellas Verona,Empoli,H,0.29684893501678256,0,0,2,-1.0,-1.5,4,-5,0.2611418065411701,0.320914012155106,0.41794418130372385,H,75722222.22222222,46266666.666666664,0.49264991439577355
13,2021-11-21,Salernitana,Sampdoria,A,-0.6167599657853646,0,0,0,-2.0,-2.0,-16,-10,0.5138145717243223,0.2925460098667655,0.1936394184089122,A,12280000.0,44822222.222222224,-1.2947321254648956
13,2021-11-21,Internazionale,Napoli,H,0.08531312182677148,0,0,2,1.5,1.5,16,20,0.2924547289295624,0.3271260351501734,0.3804192359202641,H,359627777.7777778,348022222.2222222,0.03280321124108259
13,2021-11-21,Sassuolo,Cagliari,D,0.46225165244141764,0,0,1,-2.0,-2.0,-1,-13,0.2006440839121956,0.29660274680109666,0.5027531692867078,H,144338888.8888889,88122222.22222222,0.49343918998759656
13,2021-11-20,Atalanta,Spezia,H,1.691412818144221,0,0,2,2.0,-1.0,7,-13,0.0922301246397946,0.19365715853793244,0.714112716822273,H,200722222.2222222,35118888.88888889,1.743182842545149
13,2021-11-20,Lazio,Juventus,A,-0.7503679094022508,0,0,0,1.5,0.5,6,1,0.616697196755318,0.24705536965772146,0.13624743358696056,A,180822222.2222222,293988888.8888889,-0.48602762280323897
13,2021-11-21,Bologna,Venezia,A,0.48569172060709354,0,0,0,0.0,-1.0,-4,-8,0.23689736972122744,0.31330673015214505,0.4497959001266275,H,96733333.33333333,49294444.44444445,0.6741466658368502
13,2021-11-21,Genoa,Roma,A,-1.2838306520303722,0,0,0,-2.0,-0.5,-7,6,0.640025053616459,0.2350650037014993,0.1249099426820417,A,30264444.444444444,235740000.0,-2.0527559299938316
13,2021-11-20,Fiorentina,Milan,H,-0.6970123346095733,0,0,2,0.0,1.5,2,15,0.4481174542311556,0.3137565066725961,0.23812603909624824,A,146611111.1111111,221277777.7777778,-0.41163524667832035
13,2021-11-22,Torino,Udinese,H,0.6891683311164919,0,0,2,-2.0,-1.0,3,-3,0.12672031650417978,0.23705565063746512,0.636224032858355,H,112166666.66666667,65922222.222222224,0.5315102644882946
14,2021-11-28,Milan,Sassuolo,A,0.8195398260063195,1,0,0,0.5,-2.0,14,-1,0.22330543311743095,0.3078427311186736,0.4688518357638955,H,241627777.7777778,133100000.0,0.5962977082963309
14,2021-11-27,Venezia,Internazionale,A,-1.8361501765496449,0,1,0,0.0,2.0,-7,17,0.766119811661314,0.16197533545571086,0.0719048528829751,A,49523333.33333333,342605555.5555556,-1.9341358626429952
14,2021-11-27,Juventus,Atalanta,A,0.39939248218593015,1,1,0,1.5,2.0,3,10,0.193914094464109,0.29271055436579163,0.5133753511700994,H,320066666.6666667,237800000.0,0.29709932317204896
14,2021-11-28,Udinese,Genoa,D,-0.04682813457123898,0,0,1,-2.0,-2.0,-4,-9,0.33091785686663716,0.3299634846222423,0.3391186585111206,H,61211111.11111111,30355555.555555556,0.7013491767820358
14,2021-11-27,Empoli,Fiorentina,H,-0.9871602094093667,0,0,2,-2.0,1.0,-6,3,0.45306360103355053,0.31241616101248476,0.23452023795396476,A,58966666.666666664,177466666.66666666,-1.101810485355217
14,2021-11-28,Spezia,Bologna,A,-0.7125996064867606,0,0,0,-2.0,-1.0,-16,-5,0.4843237677729801,0.30294420625658675,0.21273202597043311,A,40013333.333333336,96988888.8888889,-0.885383692501028
14,2021-11-28,Napoli,Lazio,H,0.6373075496746403,1,1,2,0.5,0.5,19,4,0.16549054761155535,0.2731529704122327,0.561356481976212,H,286794444.4444444,177355555.55555555,0.4806092315968887
14,2021-11-27,Sampdoria,Hellas Verona,H,-0.12051137445957912,0,0,2,-1.0,0.0,-8,5,0.2989032098099134,0.32794865220464037,0.37314813798544627,H,46150000.0,80014444.44444445,-0.5503102129823835
14,2021-11-28,Roma,Torino,H,0.6414904554851193,1,0,2,0.5,-1.0,8,4,0.22183959226489583,0.307198389702264,0.4709620180328402,H,197166666.66666666,110944444.44444445,0.5750198192306811
14,2021-11-26,Cagliari,Salernitana,D,0.8428034707993644,0,0,1,-2.0,-2.0,-13,-18,0.13132710773158457,0.24198951443310923,0.6266833778353063,H,84333333.33333333,13408888.888888888,1.8388593631047696
15,2021-12-01,Internazionale,Spezia,H,2.063058062429312,0,0,2,2.0,-2.0,19,-17,0.07336201589002896,0.16441682267450086,0.7622211614354701,H,281216666.6666667,28641111.111111112,2.2842822908573095
15,2021-12-01,Genoa,Milan,A,-1.4614909931749485,0,0,0,-2.0,-0.5,-9,12,0.6925709328742866,0.2061804296991374,0.10124863742657597,A,41161111.11111111,257377777.7777778,-1.833051052488969
15,2021-12-01,Bologna,Roma,H,-1.0067171699066337,0,0,2,0.0,1.5,-4,9,0.5509064546438428,0.27767326199172204,0.17142028336443516,A,91527777.77777778,207866666.66666666,-0.8202543400350141
15,2021-11-30,Atalanta,Venezia,H,1.4645049322645538,0,0,2,2.0,-1.0,11,-9,0.12085066499628583,0.23049298459519318,0.648656350408521,H,186344444.44444445,45773333.333333336,1.403895133079981
15,2021-12-02,Lazio,Udinese,D,0.9517794011361169,0,0,1,-0.5,-2.0,0,-4,0.15877154855107858,0.2677307921984309,0.5734976592504906,H,178111111.1111111,56970000.0,1.1398827617810292
15,2021-11-30,Salernitana,Juventus,A,-2.318423132039282,0,0,0,-2.0,0.5,-18,2,0.8465970939845362,0.1094386331933156,0.04396427282214821,A,13291111.111111112,235000000.0,-2.8724900398639672
15,2021-11-30,Fiorentina,Sampdoria,H,0.8108226488521633,0,0,2,0.0,0.0,2,-6,0.13603568720064227,0.24684161033448634,0.6171227024648713,H,145411111.1111111,45116666.666666664,1.170313252333015
15,2021-12-02,Torino,Empoli,D,0.8650217473892445,0,0,1,-2.0,-1.0,3,-5,0.10297850841582702,0.2084823241428861,0.6885391674412868,H,86683333.33333333,55561111.11111111,0.4447781154646661
15,2021-12-01,Sassuolo,Napoli,D,-0.9003076490708894,0,0,1,-1.0,1.5,1,23,0.45458959653804537,0.3119935745585111,0.23341682890344356,A,141083333.3333333,278150000.0,-0.6788098041761674
15,2021-11-30,Hellas Verona,Cagliari,D,-0.10553213055442053,0,0,1,-1.0,-2.0,3,-13,0.40585764788953543,0.3232588021094244,0.2708835500010401,A,77853333.33333334,60966666.66666667,0.24449944801851692
16,2021-12-04,Napoli,Atalanta,A,0.2863321224583194,0,0,0,1.0,2.0,23,15,0.1983717821232462,0.2953182839528827,0.506309933923871,H,190966666.66666666,218944444.44444445,-0.13671912655241664
16,2021-12-06,Empoli,Udinese,H,-0.17585341627275267,0,0,2,-1.5,-2.0,-5,-4,0.3989639634097813,0.3244534842834211,0.2765825523067977,A,63844444.44444444,51400000.0,0.21681139674785038
16,2021-12-04,Roma,Internazionale,A,-0.3437412860359175,0,0,0,0.5,2.0,8,21,0.33639020204737197,0.32998555599346496,0.3336242419591631,A,198866666.66666666,293011111.1111111,-0.3875759467664378
16,2021-12-05,Juventus,Genoa,H,1.6553191759671289,0,0,2,1.5,-2.0,4,-12,0.1076196555424666,0.2145042529013858,0.6778760915561477,H,235644444.44444445,24855555.555555556,2.2492427864787317
16,2021-12-04,Milan,Salernitana,H,2.1245949492471015,0,0,2,0.5,-2.0,15,-20,0.048098706318307906,0.11794289296350152,0.8339584007181906,H,273272222.2222222,10346666.666666666,3.2738040427103923
16,2021-12-05,Spezia,Sassuolo,D,-1.077437291531651,0,0,1,-2.0,-1.5,-19,1,0.6332493730023955,0.23860365842309528,0.12814696857450925,A,32833333.333333332,132866666.66666666,-1.3979018596006512
16,2021-12-05,Bologna,Fiorentina,A,-0.4873651764416365,0,0,0,1.0,1.0,-3,4,0.4700267058670814,0.3074849282958365,0.2224883658370821,A,87077777.77777778,186116666.66666666,-0.759572000501092
16,2021-12-05,Venezia,Hellas Verona,A,-0.2827456226561459,0,0,0,-2.0,-1.5,-13,3,0.3745912580262185,0.32779582115659256,0.29761292081718893,A,26530000.0,70087777.77777778,-0.9714722565921322
16,2021-12-05,Sampdoria,Lazio,A,-0.9512952568516663,0,0,0,-1.0,-1.0,-8,0,0.6224579362725815,0.24414548405548286,0.13339657967193563,A,42531111.11111111,150411111.1111111,-1.2631364515818133
16,2021-12-06,Cagliari,Torino,D,-0.4626406818180416,0,0,1,-2.0,-2.0,-13,3,0.4625557984316154,0.30971941369272143,0.22772478787566325,A,83000000.0,84294444.44444445,-0.015475352838432892
17,2021-12-12,Napoli,Empoli,A,1.7649403670835098,1,0,0,0.0,-0.5,22,-3,0.047564985236284524,0.11686021774069608,0.8355747970230194,H,193222222.2222222,57700000.0,1.2085837635040098
17,2021-12-13,Roma,Spezia,H,1.7193167763933943,1,0,2,-0.5,-2.0,5,-19,0.06356769059223208,0.14746513737415157,0.7889671720336163,H,184717777.7777778,30891111.111111112,1.7883606585412366
17,2021-12-10,Genoa,Sampdoria,A,0.04634399028678826,0,0,0,-2.0,-2.0,-14,-10,0.3040325643312125,0.32849903355329435,0.36746840211549314,H,33705555.55555555,46382222.222222224,-0.3192535670001116
17,2021-12-12,Hellas Verona,Atalanta,A,-1.1817593096084078,0,1,0,-0.5,2.0,4,16,0.5479379155791191,0.27893188833628824,0.17313019608459268,A,67442222.22222222,197544444.44444445,-1.0746923299350155
17,2021-12-12,Internazionale,Cagliari,H,1.4478724233390783,1,0,2,2.0,-2.0,24,-13,0.15231519069075278,0.2622084048014872,0.5854764045077601,H,396694444.4444445,66735000.0,1.7824367700707084
17,2021-12-12,Sassuolo,Lazio,H,-0.2630000993962491,0,1,2,-2.0,0.0,1,2,0.2875319223912897,0.32639747655640344,0.3860706010523068,H,139394444.44444445,117422222.22222222,0.1715314683206521
17,2021-12-11,Venezia,Juventus,D,-1.863897414450484,0,1,1,-2.0,2.0,-14,6,0.6756992332379002,0.2157216483366582,0.10857911842544166,A,44125555.55555555,235588888.8888889,-1.6750491840839075
17,2021-12-11,Fiorentina,Salernitana,H,1.4275826146375281,0,0,2,2.0,-2.0,5,-22,0.15583829534640428,0.2652605214256044,0.5789011832279913,H,180483333.33333334,11193333.333333332,2.780320074424994
17,2021-12-12,Torino,Bologna,H,0.3652267144215145,0,0,2,-2.0,0.0,3,-4,0.14875801755798115,0.2590306222726987,0.5922113601693202,H,79616666.66666667,77422222.22222222,0.027949602965787527
17,2021-12-11,Udinese,Milan,D,-1.5083191277461874,0,1,1,-2.0,1.5,-6,17,0.59464183957559,0.2578712518794012,0.1474869085450088,A,63554444.44444445,259400000.0,-1.4064743405090685
18,2021-12-19,Sampdoria,Venezia,D,0.16223424819656684,1,1,1,-1.0,-2.0,-8,-14,0.32347307559723126,0.32978795304511554,0.3467389713576532,H,46911111.11111111,40672222.222222224,0.14270919932156845
18,2021-12-17,Salernitana,Internazionale,A,-2.2906758941384426,0,1,0,-2.0,2.0,-26,28,0.7862832045725704,0.1491872384830052,0.06452955694442442,A,9155555.555555556,268366666.66666666,-3.3779933450586186
18,2021-12-17,Lazio,Genoa,H,0.904951266564878,1,0,2,-1.0,-2.0,1,-16,0.15092510238032303,0.2609781921621014,0.5880967054575755,H,165000000.0,29624444.444444444,1.717345627551269
18,2021-12-18,Cagliari,Udinese,A,0.2265276492984503,1,1,0,-2.0,-2.0,-17,-6,0.2557411263126384,0.3194438089202946,0.42481506476706704,H,69044444.44444445,61002222.222222224,0.12384012624047265
18,2021-12-19,Spezia,Empoli,D,-0.21280457351903043,1,1,1,-2.0,0.5,-21,-2,0.2502804163441709,0.31782945339991747,0.43189013025591155,H,35238888.88888889,56888888.88888889,-0.4789497769596017
18,2021-12-19,Fiorentina,Sassuolo,D,0.12252749139674611,1,0,1,2.0,-1.0,9,2,0.45103025470150276,0.3129726308453858,0.2359971144531114,A,182605555.55555555,135777777.7777778,0.2963088300319439
