Matchweek,Match_Date,Home_Team,Away_Team,Win,log_ratio_Value,Cup_Home,Cup_Away,Winvalue,Home_Performance,Away_Performance,Home_Diff_Goals,Away_Diff_Goals,Aprob_TMValue_Costant,Dprob_TMValue_Costant,Hprob_TMValue_Costant,TMValue_Costant_pred,ln_TM_Home,ln_TM_Away,log_ratio_ln_TM
18,2021-12-19,Milan,Napoli,A,-0.08076782306456984,0,0,0,1.0,-1.0,17,21,0.45750959096522936,0.3111731857051816,0.23131722332958904,A,224200000.0,215457777.77777776,0.03977354707567106
18,2021-12-19,Torino,Hellas Verona,H,0.5681728123724621,1,1,2,-1.0,-1.5,4,3,0.19757471687447162,0.29486060512075285,0.5075646780047756,H,84766666.66666667,62115555.55555555,0.31090593415049195
18,2021-12-18,Atalanta,Roma,A,-0.027903958249173487,0,0,0,2.0,0.5,17,7,0.40984245129021774,0.32252044643603656,0.26763710227374576,A,204122222.2222222,222351111.1111111,-0.08553877109220004
18,2021-12-18,Bologna,Juventus,A,-1.3782056938433904,0,0,0,-1.0,1.5,-5,6,0.6117206535272296,0.24954135715992265,0.13873798931284775,A,90016666.66666667,250466666.66666666,-1.0233310061009684
19,2021-12-22,Roma,Sampdoria,D,1.3301746423171603,0,0,1,1.5,-1.5,10,-8,0.14124993622115442,0.2519965328563494,0.6067535309224962,H,206000000.0,32122222.22222222,1.8583280971035
19,2021-12-22,Sassuolo,Bologna,A,0.36483768504489045,0,0,0,-1.5,-2.0,2,-7,0.24413601077973493,0.3158548431376741,0.440009146082591,H,141984444.44444445,78533333.33333333,0.5921943423254351
19,2021-12-21,Genoa,Atalanta,D,-1.2559266937811986,0,0,1,-2.0,1.0,-18,14,0.5423414280191451,0.2812734456866499,0.176385126294205,A,27028888.888888888,191355555.55555555,-1.9572269920717744
19,2021-12-22,Empoli,Milan,A,-1.6841725440189401,0,0,0,0.0,0.0,-2,16,0.8138796522211319,0.1312671569619307,0.0548531908169374,A,62716666.666666664,281755555.5555556,-1.5024126423862918
19,2021-12-22,Venezia,Lazio,A,-1.113529505048233,0,0,0,-2.0,0.0,-14,3,0.5561971649204998,0.27540197943914646,0.16840085564035379,A,38274444.44444444,159174444.44444445,-1.4252183090813555
19,2021-12-22,Hellas Verona,Fiorentina,D,-0.6903112743925842,0,0,1,-2.0,1.5,2,9,0.3303444479099941,0.329955980324708,0.3396995717652978,H,68088888.8888889,176916666.66666666,-0.9548647708250935
19,2021-12-22,Internazionale,Torino,H,0.9852317415210369,0,0,2,2.0,0.0,33,5,0.1691650913548133,0.2759827850400375,0.5548521236051492,H,333333333.3333333,81194444.44444445,1.4122961636588913
19,2021-12-21,Juventus,Cagliari,H,1.4756196612399175,0,0,2,2.0,-2.0,8,-21,0.1476032716825196,0.25797791276430504,0.5944188155531753,H,234033333.33333334,58405555.55555556,1.388052540669473
19,2021-12-22,Napoli,Spezia,A,1.9777449406025405,0,0,0,0.0,-2.0,22,-21,0.05156766194258575,0.12487244678527198,0.8235598912721422,H,219077777.7777778,35304444.44444445,1.8254179554803447
20,2022-01-06,Spezia,Hellas Verona,A,-0.509653508535813,0,0,0,-1.0,-2.0,-20,2,0.5392407679482168,0.2825529185219037,0.17820631352987948,A,36253333.333333336,62450000.0,-0.5438349054754263
20,2022-01-06,Milan,Roma,H,0.17766034114457624,0,0,2,1.0,1.0,18,10,0.2677560199561892,0.3225482434836348,0.40969573656017594,H,199366666.66666666,231766666.6666667,-0.15058544305446098
20,2022-01-06,Lazio,Empoli,D,1.1276328174088697,0,0,1,1.0,-1.0,5,-4,0.14426596346884707,0.2548763316432032,0.6008577048879498,H,203133333.3333333,45827777.777777776,1.4889721689129776
20,2022-01-06,Sampdoria,Cagliari,A,-0.22604350501399958,0,0,0,-2.0,-2.0,-8,-23,0.3857360173390645,0.3264427450634825,0.28782123759745304,A,42646666.666666664,69344444.44444445,-0.4861369192498962
20,2022-01-06,Sassuolo,Genoa,D,0.6419511671686289,0,0,1,-2.0,-2.0,-1,-18,0.16497278035069554,0.2727466236237812,0.5622805960255233,H,103116666.66666667,35814444.44444445,1.057509745175028
20,2022-01-06,Juventus,Napoli,D,0.11306035972761057,0,0,1,2.0,-1.0,10,21,0.45415511573287437,0.31211432493929747,0.23373055932782816,A,301877777.7777778,194966666.66666666,0.43719362233196324
21,2022-01-09,Roma,Juventus,A,-0.3714885239367567,0,0,0,0.0,1.5,8,10,0.34480160992059083,0.3298482844983105,0.32535010558109867,A,208233333.33333334,262250000.0,-0.230639001444992
21,2022-01-09,Genoa,Spezia,A,0.4354861243630222,0,0,0,-2.0,-2.0,-18,-21,0.20642441109550635,0.2997368770881399,0.49383871181635375,H,32227777.777777776,34168888.88888889,-0.058486803869854324
21,2022-01-09,Hellas Verona,Salernitana,A,0.7372713402449438,0,0,0,-1.0,-2.0,3,-31,0.18183460251944333,0.2850374713069467,0.53312792617361,H,58111111.11111111,10262222.222222222,1.7338874795786283
21,2022-01-09,Internazionale,Lazio,H,0.7226206715014118,0,0,2,2.0,0.5,34,5,0.20350569758068873,0.29817802724748066,0.49831627517183064,H,386550000.0,180100000.0,0.7637489735845733
21,2022-01-10,Torino,Fiorentina,H,-0.12213846202012216,0,0,2,-1.0,1.0,4,9,0.2504823281093456,0.31789147421927805,0.4316261976713764,H,85986111.11111112,173161111.1111111,-0.7000366547230994
21,2022-01-09,Napoli,Sampdoria,H,1.5886028065263065,0,0,2,-1.5,-2.0,21,-9,0.05949446460141167,0.1400293215848619,0.8004762138137264,H,155891111.1111111,33542222.222222224,1.5363527477516874
21,2022-01-11,Cagliari,Bologna,H,-0.09741396739652716,0,0,2,-1.0,-1.0,-22,-4,0.3457858141322931,0.32981896048495957,0.3243952253827473,A,70283333.33333333,73511111.1111111,-0.04490187484880295
21,2022-01-09,Empoli,Sassuolo,A,-0.8646327180126205,0,0,0,-1.5,-2.0,-4,-1,0.6243054656254791,0.24320504036369472,0.13248949401082621,A,53833333.333333336,112266666.66666667,-0.7349841397054604
21,2022-01-09,Venezia,Milan,A,-1.6700692316583035,0,0,0,-2.0,2.0,-16,20,0.6167658247255121,0.2470209060810814,0.13621326919340648,A,48820000.0,217538888.8888889,-1.4942375690703456
21,2022-01-09,Udinese,Atalanta,A,-1.3027548283524377,0,0,0,-1.0,0.5,-2,14,0.6455904344106912,0.23212514901117554,0.12228441657813327,A,59244444.44444445,200088888.8888889,-1.217089701287969
22,2022-01-16,Sassuolo,Hellas Verona,A,0.5677837829958381,0,0,0,-1.0,-2.0,3,2,0.21786324321707892,0.3053946688176389,0.47674208796528217,H,101355555.55555555,66772222.222222224,0.4173475278788022
22,2022-01-17,Milan,Spezia,A,1.8969771175379706,1,0,0,2.0,-1.0,23,-20,0.07171935934101901,0.16166256008581043,0.7666180805731706,H,197727777.7777778,34160000.0,1.7558358560791991
22,2022-01-16,Roma,Cagliari,H,1.1041311373031608,0,0,2,-1.0,0.0,7,-21,0.0769808443651701,0.170362360844998,0.7526567947898319,H,194584444.44444445,71990555.55555555,0.9943312929330494
22,2022-01-17,Bologna,Napoli,A,-1.26514533411578,0,1,0,-2.0,-0.5,-5,22,0.6342698673492386,0.23807357653772798,0.1276565561130334,A,64955555.55555555,257622222.22222224,-1.3777909815591556
22,2022-01-15,Sampdoria,Torino,A,-0.688684186832041,0,0,0,-2.0,0.0,-10,8,0.4157437347314044,0.32136409659387916,0.2628921686747165,A,35982222.222222224,94822222.22222222,-0.9689788040948536
22,2022-01-16,Venezia,Empoli,D,0.014103312360636605,1,0,1,-2.0,-2.0,-19,-8,0.3131971460444576,0.3292603620489196,0.3575424919066228,H,45782222.222222224,57477777.777777776,-0.22750254499397674
22,2022-01-15,Juventus,Udinese,H,1.702147310538368,1,0,2,2.0,-2.0,11,-6,0.11351569277779532,0.22183974320061722,0.6646445640215874,H,248344444.44444445,51666666.666666664,1.5700038431886933
22,2022-01-16,Atalanta,Internazionale,D,-0.37164524428509094,1,1,1,1.5,2.0,18,35,0.40190433890703176,0.3239568654171681,0.2741387956758001,A,212788888.8888889,307138888.8888889,-0.3669995098499973
22,2022-01-15,Salernitana,Lazio,A,-1.568055222637031,0,0,0,-1.0,-0.5,-30,4,0.7683200929179407,0.16059290826446082,0.0710869988175985,A,10601111.111111112,205711111.1111111,-2.965513993869356
22,2022-01-17,Fiorentina,Genoa,H,0.7644786585653751,1,1,2,0.0,-2.0,5,-19,0.21492252681651172,0.30400744988704953,0.4810700232964388,H,170555555.55555555,28333333.333333332,1.7950221148628713
23,2022-01-22,Genoa,Udinese,D,0.046828134571239105,0,1,1,-2.0,-2.0,-25,-8,0.3038960982985918,0.3284855622501301,0.36761833945127803,H,31466666.666666664,65632222.222222224,-0.7351379832831183
23,2022-01-22,Internazionale,Venezia,H,1.8361501765496449,1,0,2,1.5,-2.0,35,-19,0.08657369102654768,0.18533783399625087,0.7280884749772014,H,364400000.0,40280000.0,2.202397097535442
23,2022-01-23,Milan,Juventus,D,-0.1938281827921804,0,1,1,1.0,2.0,22,13,0.31934277005730094,0.3296163615574441,0.35104086838525494,H,241783333.3333333,190677777.7777778,0.2374570322447634
23,2022-01-21,Hellas Verona,Bologna,H,-0.2029460979509476,0,0,2,-1.0,-2.0,4,-7,0.4374952467499848,0.3164799575041826,0.24602479574583253,A,74186666.66666667,77533333.33333333,-0.04412351190943111
23,2022-01-23,Torino,Sassuolo,D,0.00038902937662399706,0,1,1,1.0,-2.0,9,1,0.4917974545854681,0.30043710778108645,0.20776543763344546,A,92881111.1111111,130777777.77777778,-0.34217922973871584
23,2022-01-23,Spezia,Sampdoria,H,-0.38914213407623394,0,1,2,0.0,-2.0,-19,-11,0.5600688783884353,0.27371737645056504,0.16621374516099963,A,25947777.777777776,36383333.333333336,-0.3380248231505275
23,2022-01-22,Lazio,Atalanta,D,-0.3509754272163207,1,0,1,0.5,1.0,7,18,0.39553571500402157,0.3250078364624343,0.2794564485335442,A,205155555.55555555,158000000.0,0.2611734659505942
23,2022-01-23,Empoli,Roma,A,-1.5065122028743638,1,1,0,-2.0,0.0,-8,8,0.6790273731170244,0.2138587482253974,0.10711387865757815,A,59088888.88888889,198466666.66666666,-1.2115782584408663
23,2022-01-23,Cagliari,Fiorentina,D,-0.5847791438381637,0,1,1,-1.0,1.0,-22,11,0.3823290122871707,0.3268884479330764,0.2907825397797528,A,52627777.777777776,129275555.55555555,-0.8987021407586653
23,2022-01-23,Napoli,Salernitana,H,2.205362772311671,0,0,2,0.5,-2.0,24,-33,0.04340475124405851,0.10826679889677249,0.848328449859169,H,257066666.66666666,9295555.555555556,3.3197990659503933
24,2022-02-06,Udinese,Torino,H,-0.689168331116492,0,0,2,-2.0,0.5,-8,9,0.3864007009554461,0.32635255354922477,0.28724674549532914,A,49811111.11111111,83622222.22222222,-0.5180712269979432
24,2022-02-06,Venezia,Napoli,A,-1.7508370547228733,0,0,0,-2.0,1.5,-20,27,0.6695808974678299,0.21912113714888226,0.11129796538328784,A,42982222.222222224,292984444.4444444,-1.9193329234618712
24,2022-02-06,Bologna,Empoli,D,0.4997950329677302,0,0,1,-2.0,-2.0,-8,-10,0.19274181570020701,0.2920051438318465,0.5152530404679465,H,72977777.77777778,49538888.88888889,0.38739698555733
24,2022-02-06,Juventus,Hellas Verona,H,1.581151791794338,0,0,2,1.5,0.0,13,5,0.07531013955149526,0.16763819130173402,0.7570516691467708,H,324300000.0,57211111.11111111,1.734920883597396
24,2022-02-07,Salernitana,Spezia,D,-0.2276178317091309,0,0,1,-2.0,1.0,-36,-18,0.23143547046480906,0.31121995907509503,0.4573445704600959,H,21368888.888888888,30463333.333333332,-0.3545877006053772
24,2022-02-06,Sampdoria,Sassuolo,H,-0.6882951574554173,0,0,2,-2.0,-2.0,-12,1,0.5375733556244576,0.2832356478823207,0.17919099649322168,A,41483333.33333333,134050000.0,-1.172921124536477
24,2022-02-06,Atalanta,Cagliari,A,1.0762271790539875,0,0,0,0.5,-1.5,18,-22,0.1529915757652529,0.26280165479339807,0.5842067694413491,H,191652222.2222222,50925555.55555555,1.3253175156278945
24,2022-02-05,Fiorentina,Lazio,A,-0.1404726079995029,0,0,0,0.5,0.0,11,7,0.38725459812269447,0.3262351466066984,0.28651025527060714,A,98055555.55555555,204144444.44444445,-0.7332935928182372
24,2022-02-05,Roma,Genoa,D,1.2838306520303722,0,0,1,1.0,-2.0,10,-25,0.1489681212360379,0.2592210397705573,0.5918108389934048,H,201966666.6666667,35588888.88888889,1.7360691880039407
24,2022-02-05,Internazionale,Milan,A,0.16608094489134126,0,0,0,2.0,0.5,36,22,0.3490860500603947,0.3297007259319964,0.3212132240076089,A,394966666.6666667,280033333.3333333,0.3438927294518929
25,2022-02-13,Milan,Sampdoria,H,1.5078349834617366,1,0,2,1.5,-1.0,23,-8,0.10298567325308806,0.20849179274089968,0.6885225340060123,H,262866666.66666666,42200000.0,1.8292267117334509
25,2022-02-12,Lazio,Bologna,H,0.6278377844411396,1,0,2,1.0,-2.0,10,-8,0.295514298902813,0.3275347307951054,0.3769509703020816,H,200166666.66666666,83566666.66666667,0.8735056363557904
25,2022-02-13,Empoli,Cagliari,D,-0.402381065571203,0,0,1,-2.0,-0.5,-10,-21,0.3546033770117012,0.3294355414994671,0.31596108148883173,A,54406666.666666664,61425000.0,-0.12133022303425577
25,2022-02-13,Hellas Verona,Udinese,H,0.12099551874402976,0,0,2,-1.0,-1.0,3,-6,0.28320925070549163,0.3256841288960215,0.39110662039848687,H,74777777.77777778,57715555.55555555,0.2589940214444965
25,2022-02-14,Spezia,Fiorentina,A,-1.199964782928397,0,1,0,0.5,-0.5,-18,8,0.7456443126053458,0.17468105053719007,0.07967463685746412,A,31017777.77777778,120488888.88888888,-1.3569970234755593
25,2022-02-13,Genoa,Salernitana,D,0.663103956072153,0,0,1,-2.0,-2.0,-25,-36,0.1611271587071771,0.2696688058722308,0.5692040354205921,H,36912222.222222224,20328888.888888888,0.5964997493595854
25,2022-02-12,Torino,Venezia,A,0.850918435028608,0,0,0,-0.5,-2.0,7,-22,0.17755198919701792,0.2820957349362932,0.540352275866689,H,82566666.66666667,50220000.0,0.49719269409776534
25,2022-02-13,Sassuolo,Roma,D,-0.6418794848617432,1,1,1,-2.0,0.5,-3,10,0.3715742449267231,0.32810936690968906,0.30031638816358786,A,114250000.0,194055555.55555555,-0.5297554571363532
25,2022-02-13,Atalanta,Juventus,D,-0.39939248218593004,1,1,1,-0.5,2.0,17,15,0.29943505279258864,0.3280099527024144,0.37255499450499696,H,199755555.55555555,345266666.6666667,-0.5472226685186019
25,2022-02-12,Napoli,Internazionale,D,-0.08531312182677145,0,1,1,2.0,1.0,29,35,0.3986787970051636,0.3245006130996717,0.27682058989516467,A,325038888.8888889,373672222.2222222,-0.13943416868026226
26,2022-02-20,Internazionale,Sassuolo,A,0.9856207708976608,1,0,0,0.5,-2.0,35,-3,0.18728133082869966,0.2886093349259393,0.524109334245361,H,340866666.6666667,130981111.11111112,0.9564382711645321
26,2022-02-19,Roma,Hellas Verona,D,1.2096632678575814,0,0,1,0.0,0.0,10,7,0.08471198078885878,0.18251827607546056,0.7327697431356807,H,186742222.2222222,78222222.22222222,0.8701753962500219
26,2022-02-21,Cagliari,Napoli,D,-1.3625593015123068,0,1,1,-1.0,1.5,-21,29,0.6067581123920556,0.25199428044639194,0.1412476071615525,A,56554444.44444445,221455555.55555555,-1.365018124576584
26,2022-02-20,Fiorentina,Atalanta,H,-0.4914480352158237,0,0,2,0.5,-1.0,9,17,0.5632625477225092,0.27231368390788524,0.1644237683696056,A,129766666.66666667,216188888.8888889,-0.5104145451928106
26,2022-02-18,Juventus,Torino,D,1.012978979421876,0,0,1,1.5,-1.5,15,6,0.20063129428300083,0.2965956008668966,0.5027731048501025,H,328655555.5555556,106411111.1111111,1.127700259545616
26,2022-02-20,Venezia,Genoa,D,-0.20857823848335516,0,0,1,-1.0,-2.0,-21,-25,0.4393426868152476,0.3160217539088527,0.24463555927589975,A,44017777.777777776,30136666.666666668,0.3788510006387918
26,2022-02-21,Bologna,Spezia,H,0.7125996064867606,0,0,2,-2.0,-0.5,-11,-19,0.11062901706998726,0.2182915692504732,0.6710794136795395,H,83438888.8888889,27575555.555555556,1.1071847823051164
26,2022-02-19,Sampdoria,Empoli,H,0.1763375605572034,0,0,2,-2.0,-2.0,-9,-10,0.2686749102735196,0.3227611017564754,0.4085639879700051,H,34572222.222222224,52927777.777777776,-0.4258777671375615
26,2022-02-20,Udinese,Lazio,D,-0.9517794011361169,0,1,1,-2.0,2.0,-10,13,0.3819876217425749,0.32693156814835017,0.291080810109075,A,65335555.55555555,156967777.7777778,-0.8765041636106775
26,2022-02-19,Salernitana,Milan,D,-2.1245949492471015,0,0,1,-2.0,2.0,-36,24,0.746758620244052,0.17399711879198587,0.07924426096396209,A,17712222.222222224,305766666.6666667,-2.8485673615381644
27,2022-02-27,Hellas Verona,Venezia,H,0.2827456226561459,0,0,2,-0.5,-1.5,7,-21,0.28927704012339395,0.32666586304027523,0.3840570968363308,H,74705555.55555555,53911111.11111111,0.3262178611999838
27,2022-02-25,Genoa,Internazionale,D,-1.6275719380662896,0,0,1,-2.0,-0.5,-25,33,0.7375808486331709,0.17960366324822807,0.08281548811860107,A,20261111.111111112,293011111.1111111,-2.6715071902605065
27,2022-02-27,Spezia,Roma,A,-1.7193167763933943,0,0,0,-1.5,-0.5,-20,10,0.7821121262901078,0.1518543762776764,0.06603349743221576,A,33163333.333333332,219862222.2222222,-1.8915562396085888
27,2022-02-28,Atalanta,Sampdoria,H,1.302270684067987,1,0,2,-2.0,-1.0,16,-7,0.06025077041027518,0.1414276890370807,0.7983215405526441,H,190777777.7777778,36338888.88888889,1.658220796490254
27,2022-02-25,Milan,Udinese,D,1.5083191277461876,0,0,1,1.5,-2.0,24,-10,0.12792359721899668,0.2383624837853883,0.633713918995615,H,324188888.8888889,63345555.55555555,1.6327215889874542
27,2022-02-26,Empoli,Juventus,A,-1.8780007268111205,0,1,0,-2.0,1.0,-12,15,0.7307732702553585,0.18372275513803293,0.08550397460660852,A,48290000.0,302855555.5555556,-1.836031477621413
27,2022-02-26,Sassuolo,Fiorentina,H,-0.12252749139674615,0,0,2,-1.0,1.5,-1,10,0.22822434585387497,0.3099253915789443,0.46185026256718076,H,142094444.44444445,116577777.77777778,0.19793326758407395
27,2022-02-26,Salernitana,Bologna,D,-0.9402174381958914,0,0,1,-2.0,-1.0,-36,-10,0.5598430949774367,0.2738161327231333,0.16634077229943,A,18918888.888888888,83355555.55555555,-1.4829544252152345
27,2022-02-27,Lazio,Napoli,A,-0.6373075496746402,1,1,0,1.5,1.0,13,29,0.5503495676028429,0.2779102444458216,0.1717401879513355,A,198966666.6666667,331483333.3333333,-0.5104402253346512
27,2022-02-27,Torino,Cagliari,A,0.46264068181804163,0,0,0,-2.0,-1.5,6,-21,0.1815868038281649,0.28487049082920146,0.5335427053426336,H,96988888.8888889,66138888.88888889,0.382839516374332
