League,Gender,Country,Season,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast_1,xA,KP,Final_Third,PPA,CrsPA,Prog,Att,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Press_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,CK_Pass_Types,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Ground_Height,Low_Height,High_Height,Left_Body_Parts,Right_Body_Parts,Head_Body_Parts,TI_Body_Parts,Other_Body_Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs_Dribbles,Att_Vs_Dribbles,Tkl_percent_Vs_Dribbles,Past_Vs_Dribbles,Press_Pressures,Succ_Pressures,percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int_2,Tkl+Int,Clr,Err,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles_3,Att_Dribbles_4,Succ_percent_Dribbles,Player_NumPl_Dribbles,Megs_Dribbles,Carries_Carries_5,TotDist_Carries,PrgDist_Carries,Prog_Carries_6,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,CrdY_7,CrdR_8,2CrdY,Fls_9,Fld_10,Off_11,Crs_12,Int_13,TklW_14,PKwon_15,PKcon_16,OG_17,Recov,Won_Aerial_Duels,Lost_Aerial_Duels,Won_percent_Aerial_Duels,Cup,Cup_Home,Cup_Away,Win,TM_Value_Home_Team,TM_Value_Away_Team,log_ratio_Value
Serie A,M,ITA,2021-2022,2021-10-23,9,Bologna,03/04/03,2,0.7,"
		
			Adama Soumaoro á 20&rsquor; 
		
			Zlatan Ibrahimovi_ (OG) á 49&rsquor; 
		
			Musa Barrow á 52&rsquor; 
		
			Roberto Soriano á 58&rsquor; 
		
	",1,2,Milan,4-2-3-1,4,0.9,"
		
			 Rafael Leo á 16&rsquor;
		
			 Davide Calabria á 35&rsquor;
		
			 Ismal Bennacer á 84&rsquor;
		
			 Zlatan Ibrahimovi_ á 90&rsquor;
		
	",3,0,https://fbref.com/en/matches/03c04ac9/Bologna-Milan-October-23-2021-Serie-A,Bologna,Home,886,1,1,0,0,9,4,1,2,477,143,14,9,19,0.7,0.7,0.7,13,2,305,382,79.8,23,266,22,8,15,305,382,79.8,5769,2267,137,153,89.5,112,133,84.2,46,76,60.5,1,0.7,7,20,7,2,23,382,331,51,17,1,76,12,5,4,3,1,0,246,51,85,89,247,13,17,5,305,0,8,8,11,14,11,9,1,4,7,17,41.2,10,143,46,32.2,86,39,18,19,7,0,12,9,23,17,3,477,63,178,232,101,14,429,8,15,53.3,9,2,266,1431,604,22,7,1,11,9,371,305,82.2,23,1,2,0,9,16,0,5,9,11,0,0,0,51,11,12,47.8,0,0,1,A,142750000,466600000,-1.18437751105121
Serie A,M,ITA,2021-2022,2021-10-23,9,Bologna,03/04/03,2,0.7,"
		
			Adama Soumaoro á 20&rsquor; 
		
			Zlatan Ibrahimovi_ (OG) á 49&rsquor; 
		
			Musa Barrow á 52&rsquor; 
		
			Roberto Soriano á 58&rsquor; 
		
	",1,2,Milan,4-2-3-1,4,0.9,"
		
			 Rafael Leo á 16&rsquor;
		
			 Davide Calabria á 35&rsquor;
		
			 Ismal Bennacer á 84&rsquor;
		
			 Zlatan Ibrahimovi_ á 90&rsquor;
		
	",3,0,https://fbref.com/en/matches/03c04ac9/Bologna-Milan-October-23-2021-Serie-A,Milan,Away,990,4,2,0,0,15,7,3,0,732,147,15,9,13,0.9,0.9,0.5,24,4,561,636,88.2,55,510,71,8,17,561,636,88.2,10497,2846,240,261,92.0,230,250,92.0,81,101,80.2,2,0.5,9,48,15,4,55,636,603,33,6,2,39,11,17,1,0,0,0,494,66,76,204,378,19,19,6,561,1,5,9,13,15,8,7,5,3,6,15,40.0,9,147,38,25.9,42,72,33,13,1,0,12,9,24,8,0,732,31,134,407,242,28,700,8,17,47.1,10,0,510,2796,1577,71,21,3,11,7,593,561,94.6,55,3,0,0,17,11,2,17,9,8,0,0,1,77,12,11,52.2,1,0,1,A,142750000,466600000,-1.18437751105121
Serie A,M,ITA,2021-2022,2021-10-26,10,Milan,4-2-3-1,1,0.9,"
		
			Olivier Giroud á 14&rsquor; 
		
	",3,0,Torino,03/04/03,0,0.8,"
		
	",3,0,https://fbref.com/en/matches/c3a5ed16/Milan-Torino-October-26-2021-Serie-A,Torino,Away,990,0,0,0,0,13,2,3,0,626,167,14,14,19,0.8,0.8,0.8,23,0,415,519,80.0,41,377,50,10,18,415,519,80.0,8558,3005,162,183,88.5,170,203,83.7,78,115,67.8,0,0.8,12,46,14,1,41,519,480,39,14,0,50,20,12,5,1,4,0,323,77,119,158,291,27,12,6,415,1,12,15,12,14,8,2,9,3,6,16,37.5,10,167,57,34.1,45,83,39,19,2,0,17,14,28,7,0,626,39,119,337,211,33,588,10,18,55.6,11,0,377,1928,904,50,15,6,19,9,514,415,80.7,41,3,0,0,22,15,1,12,14,8,0,0,0,99,26,23,53.1,0,0,0,H,466600000,205680000,0.8191507966296955
Serie A,M,ITA,2021-2022,2021-10-26,10,Milan,4-2-3-1,1,0.9,"
		
			Olivier Giroud á 14&rsquor; 
		
	",3,0,Torino,03/04/03,0,0.8,"
		
	",3,0,https://fbref.com/en/matches/c3a5ed16/Milan-Torino-October-26-2021-Serie-A,Milan,Home,990,1,1,0,0,10,2,3,0,545,132,16,18,18,0.9,0.9,0.2,15,1,316,412,76.7,20,297,23,10,16,316,412,76.7,6380,2783,135,157,86.0,124,152,81.6,51,84,60.7,1,0.2,7,21,2,1,20,412,358,54,22,0,55,9,5,2,1,1,0,256,57,99,130,228,13,21,3,316,0,1,13,17,16,11,6,6,4,7,18,38.9,11,132,26,19.7,55,56,21,18,6,0,12,18,34,21,0,545,58,189,265,125,10,492,10,16,62.5,10,0,297,1783,767,23,12,3,19,8,385,316,82.1,20,3,0,0,15,22,0,5,18,11,0,0,0,83,23,26,46.9,0,0,0,H,466600000,205680000,0.8191507966296955
Serie A,M,ITA,2021-2022,2021-10-31,11,Roma,4-2-3-1,1,1.2,"
		
			Stephan El Shaarawy á 90+3&rsquor; 
		
	",4,0,Milan,4-2-3-1,2,1.9,"
		
			 Zlatan Ibrahimovi_ á 26&rsquor;
		
			 Franck Kessi (P) á 57&rsquor;
		
			 Theo Hernndez á 66&rsquor;
		
	",7,1,https://fbref.com/en/matches/7d80fa2c/Roma-Milan-October-31-2021-Serie-A,Roma,Home,990,1,0,0,0,24,6,4,0,534,165,12,11,8,1.2,1.2,0.6,36,0,351,425,82.6,41,333,61,6,15,351,425,82.6,7000,2483,131,146,89.7,164,188,87.2,50,74,67.6,0,0.6,16,37,13,3,41,425,380,45,17,1,35,10,17,5,3,2,0,312,47,66,99,290,15,15,2,351,2,4,10,11,12,8,6,4,2,2,11,18.2,9,165,38,23.0,49,73,43,8,2,0,6,11,23,13,0,534,40,143,234,204,40,491,6,15,40.0,7,0,333,2243,1253,61,18,5,17,5,415,351,84.6,41,4,0,0,23,15,2,17,11,8,0,1,0,79,10,15,40.0,0,0,0,A,390650000,466600000,-0.17766034114457632
Serie A,M,ITA,2021-2022,2021-10-31,11,Roma,4-2-3-1,1,1.2,"
		
			Stephan El Shaarawy á 90+3&rsquor; 
		
	",4,0,Milan,4-2-3-1,2,1.9,"
		
			 Zlatan Ibrahimovi_ á 26&rsquor;
		
			 Franck Kessi (P) á 57&rsquor;
		
			 Theo Hernndez á 66&rsquor;
		
	",7,1,https://fbref.com/en/matches/7d80fa2c/Roma-Milan-October-31-2021-Serie-A,Milan,Away,965,2,0,1,1,7,2,7,1,542,101,13,10,17,1.9,1.1,1.0,13,4,357,431,82.8,24,309,24,9,11,357,431,82.8,7439,2491,120,128,93.8,173,196,88.3,59,93,63.4,0,1.0,4,15,5,1,24,431,386,45,18,2,80,9,6,2,1,1,0,309,47,75,132,261,11,10,3,357,5,4,11,6,13,7,10,3,0,8,15,53.3,7,101,28,27.7,48,41,12,17,6,0,11,10,23,24,0,542,98,233,252,86,11,495,9,11,81.8,9,0,309,1677,933,24,4,0,16,10,425,357,84.0,24,7,1,1,14,22,5,6,10,7,1,0,0,62,15,10,60.0,0,0,0,A,390650000,466600000,-0.17766034114457632
Serie A,M,ITA,2021-2022,2021-11-07,12,Milan,4-2-3-1,1,0.9,"
		
			Stefan de Vrij (OG) á 17&rsquor; 
		
	",1,0,Internazionale,03/05/02,1,2.6,"
		
			 Hakan alhano_lu (P) á 11&rsquor;
		
	",0,0,https://fbref.com/en/matches/0dd97be1/Derby-della-Madonnina-Milan-Internazionale-November-7-2021-Serie-A,Milan,Home,990,0,0,0,0,16,4,1,0,556,145,15,10,25,0.9,0.9,0.5,23,0,356,436,81.7,34,320,35,10,16,356,436,81.7,6880,2094,153,170,90.0,136,161,84.5,59,86,68.6,0,0.5,10,36,6,3,34,436,406,30,11,0,71,12,10,4,4,0,0,310,57,69,109,287,17,9,4,356,0,5,12,9,15,9,5,8,2,5,9,55.6,4,145,49,33.8,35,61,49,25,8,1,17,10,25,16,0,556,65,182,269,150,25,525,10,16,62.5,10,0,320,1904,1024,35,14,5,14,12,421,356,84.6,34,1,0,0,17,11,0,10,10,9,0,2,0,90,16,24,40.0,1,1,1,D,466600000,550900000,-0.1660809448913413
Serie A,M,ITA,2021-2022,2021-11-07,12,Milan,4-2-3-1,1,0.9,"
		
			Stefan de Vrij (OG) á 17&rsquor; 
		
	",1,0,Internazionale,03/05/02,1,2.6,"
		
			 Hakan alhano_lu (P) á 11&rsquor;
		
	",0,0,https://fbref.com/en/matches/0dd97be1/Derby-della-Madonnina-Milan-Internazionale-November-7-2021-Serie-A,Internazionale,Away,990,1,0,1,2,12,0,0,0,539,144,18,12,14,2.6,1.1,1.0,22,2,333,426,78.2,25,268,27,4,9,333,426,78.2,7046,2577,122,139,87.8,136,168,81.0,67,93,72.0,0,1.0,9,21,9,5,25,426,378,48,13,0,90,21,15,8,4,3,0,246,82,98,93,280,16,17,4,333,1,3,10,18,18,13,12,4,2,6,16,37.5,10,144,48,33.3,48,74,22,14,4,0,10,12,30,24,0,539,78,221,210,143,26,490,4,9,44.4,4,0,268,1579,765,27,8,3,8,10,415,333,80.2,25,0,0,0,11,14,1,15,12,13,2,0,1,74,24,16,60.0,1,1,1,D,466600000,550900000,-0.1660809448913413
Serie A,M,ITA,2021-2022,2021-11-20,13,Fiorentina,04/03/03,4,1.8,"
		
			Alfred Duncan á 15&rsquor; 
		
			Riccardo Saponara á 45+1&rsquor; 
		
			Du_an Vlahovi_ á 60&rsquor; 
		
			Du_an Vlahovi_ á 85&rsquor; 
		
	",1,0,Milan,4-2-3-1,3,2.1,"
		
			 Zlatan Ibrahimovi_ á 62&rsquor;
		
			 Zlatan Ibrahimovi_ á 67&rsquor;
		
			 Lorenzo Venuti (OG) á 90+6&rsquor;
		
	",1,0,https://fbref.com/en/matches/fc389008/Fiorentina-Milan-November-20-2021-Serie-A,Milan,Away,990,2,1,0,0,16,6,1,0,633,167,24,14,8,2.1,2.1,1.9,24,3,452,542,83.4,40,458,49,11,14,452,542,83.4,8778,2749,162,180,90.0,227,253,89.7,57,96,59.4,1,1.9,13,27,10,2,40,542,498,44,9,7,49,6,12,6,2,0,4,391,59,92,146,346,17,16,4,452,7,4,11,8,24,12,10,8,6,6,13,46.2,7,167,49,29.3,42,68,57,8,1,0,7,14,38,12,3,633,77,226,283,168,29,590,11,14,78.6,11,3,458,2207,1239,49,18,7,6,11,480,452,94.2,40,1,0,0,13,7,7,12,14,12,0,0,0,71,13,9,59.1,0,0,0,H,232400000,466600000,-0.6970123346095733
Serie A,M,ITA,2021-2022,2021-11-20,13,Fiorentina,04/03/03,4,1.8,"
		
			Alfred Duncan á 15&rsquor; 
		
			Riccardo Saponara á 45+1&rsquor; 
		
			Du_an Vlahovi_ á 60&rsquor; 
		
			Du_an Vlahovi_ á 85&rsquor; 
		
	",1,0,Milan,4-2-3-1,3,2.1,"
		
			 Zlatan Ibrahimovi_ á 62&rsquor;
		
			 Zlatan Ibrahimovi_ á 67&rsquor;
		
			 Lorenzo Venuti (OG) á 90+6&rsquor;
		
	",1,0,https://fbref.com/en/matches/fc389008/Fiorentina-Milan-November-20-2021-Serie-A,Fiorentina,Home,990,4,3,0,0,9,5,1,0,553,115,14,11,12,1.8,1.8,0.9,11,5,361,449,80.4,28,353,24,6,13,361,449,80.4,7954,2722,107,125,85.6,185,209,88.5,64,104,61.5,3,0.9,6,19,3,3,28,449,405,44,17,1,74,22,14,5,0,4,0,294,58,97,184,209,21,13,12,361,3,10,14,7,14,8,6,4,4,3,14,21.4,11,115,32,27.8,46,51,18,12,4,0,8,11,25,15,1,553,115,261,215,114,23,511,6,13,46.2,7,3,353,1747,816,24,8,4,10,18,430,361,84.0,28,1,0,0,7,12,3,14,11,8,0,0,1,71,9,13,40.9,0,0,0,H,232400000,466600000,-0.6970123346095733
Serie A,M,ITA,2021-2022,2021-11-28,14,Milan,4-2-3-1,1,1.1,"
		
			Alessio Romagnoli á 21&rsquor; 
		
			Alessio Romagnoli á 77&rsquor; 
		
	",4,1,Sassuolo,04/03/03,3,1.1,"
		
			 Gianluca Scamacca á 24&rsquor;
		
			 Simon Kj¾r (OG) á 33&rsquor;
		
			 Domenico Berardi á 66&rsquor;
		
	",2,0,https://fbref.com/en/matches/02ecaf9e/Milan-Sassuolo-November-28-2021-Serie-A,Sassuolo,Away,990,2,2,0,0,15,5,2,0,579,104,16,9,18,1.1,1.1,0.7,24,4,367,458,80.1,32,363,41,17,23,367,458,80.1,6855,2572,164,188,87.2,140,160,87.5,52,83,62.7,2,0.7,11,35,8,2,32,458,404,54,20,0,39,10,13,6,5,0,0,333,53,72,144,273,13,14,6,367,3,7,15,15,16,12,10,6,0,7,24,29.2,17,104,30,28.8,57,34,13,18,5,0,13,9,25,27,0,579,76,228,243,140,26,525,17,23,73.9,19,0,363,2007,1050,41,13,7,9,11,449,367,81.7,32,2,0,0,8,16,3,13,9,12,0,0,0,66,12,14,46.2,0,1,0,A,466600000,205600000,0.8195398260063195
Serie A,M,ITA,2021-2022,2021-11-28,14,Milan,4-2-3-1,1,1.1,"
		
			Alessio Romagnoli á 21&rsquor; 
		
			Alessio Romagnoli á 77&rsquor; 
		
	",4,1,Sassuolo,04/03/03,3,1.1,"
		
			 Gianluca Scamacca á 24&rsquor;
		
			 Simon Kj¾r (OG) á 33&rsquor;
		
			 Domenico Berardi á 66&rsquor;
		
	",2,0,https://fbref.com/en/matches/02ecaf9e/Milan-Sassuolo-November-28-2021-Serie-A,Milan,Home,976,1,1,0,0,15,2,4,1,570,143,15,16,22,1.1,1.1,0.9,24,2,357,452,79.0,39,337,49,15,24,357,452,79.0,7031,2370,147,170,86.5,150,186,80.6,52,76,68.4,1,0.9,12,37,13,2,39,452,401,51,10,0,47,15,18,7,0,5,0,293,71,88,178,219,21,22,4,357,7,5,8,13,15,10,7,4,4,4,23,17.4,19,143,38,26.6,59,53,31,22,7,0,15,16,31,21,0,570,64,162,239,199,42,523,15,24,62.5,17,3,337,1943,1210,49,8,9,10,9,430,357,83.0,39,4,1,0,15,8,7,18,16,10,0,0,1,73,14,12,53.8,1,1,0,A,466600000,205600000,0.8195398260063195
Serie A,M,ITA,2021-2022,2021-12-01,15,Genoa,03/05/02,0,0.5,"
		
	",2,0,Milan,4-2-3-1,3,1.0,"
		
			 Zlatan Ibrahimovi_ á 10&rsquor;
		
			 Junior Messias á 45+1&rsquor;
		
			 Junior Messias á 61&rsquor;
		
	",1,0,https://fbref.com/en/matches/0664fa4e/Genoa-Milan-December-1-2021-Serie-A,Milan,Away,990,3,1,0,0,18,5,1,0,715,168,27,7,10,1.0,1.0,0.8,26,4,518,604,85.8,32,445,34,9,22,518,604,85.8,9997,2726,213,241,88.4,203,223,91.0,89,117,76.1,1,0.8,12,24,7,0,32,604,560,44,11,0,84,14,5,6,0,3,0,458,53,93,171,376,12,19,11,518,3,6,18,9,27,13,7,17,3,7,22,31.8,15,168,59,35.1,34,88,46,10,2,0,8,7,34,12,0,715,65,226,344,189,23,673,9,22,40.9,11,0,445,2043,1036,34,16,3,10,9,581,518,89.2,32,1,0,0,16,14,3,5,7,13,0,0,0,85,15,13,53.6,0,0,0,A,108200000,466600000,-1.4614909931749485
Serie A,M,ITA,2021-2022,2021-12-01,15,Genoa,03/05/02,0,0.5,"
		
	",2,0,Milan,4-2-3-1,3,1.0,"
		
			 Zlatan Ibrahimovi_ á 10&rsquor;
		
			 Junior Messias á 45+1&rsquor;
		
			 Junior Messias á 61&rsquor;
		
	",1,0,https://fbref.com/en/matches/0664fa4e/Genoa-Milan-December-1-2021-Serie-A,Genoa,Home,990,0,0,0,0,11,3,2,0,568,152,20,20,18,0.5,0.5,0.4,12,0,365,442,82.6,16,321,23,14,22,365,442,82.6,7428,2357,142,160,88.8,160,175,91.4,59,91,64.8,0,0.4,6,15,2,1,16,442,392,50,18,0,83,13,4,2,1,1,0,318,39,85,106,293,11,16,5,365,1,7,7,8,20,14,8,10,2,11,22,50.0,11,152,49,32.2,50,74,28,18,9,0,9,20,40,16,0,568,67,219,288,87,13,525,14,22,63.6,15,1,321,1406,667,23,7,1,12,20,399,365,91.5,16,2,0,0,15,15,1,4,20,14,0,0,0,71,13,15,46.4,0,0,0,A,108200000,466600000,-1.4614909931749485
Serie A,M,ITA,2021-2022,2021-12-04,16,Milan,4-2-3-1,2,2.9,"
		
			Franck Kessi á 5&rsquor; 
		
			Alexis Saelemaekers á 18&rsquor; 
		
	",1,0,Salernitana,4-4-1-1,0,0.3,"
		
	",2,0,https://fbref.com/en/matches/6feb04b8/Milan-Salernitana-December-4-2021-Serie-A,Milan,Home,990,2,2,0,0,22,7,1,0,856,176,19,7,13,2.9,2.9,2.5,35,4,668,749,89.2,46,613,64,20,29,668,749,89.2,12898,3321,270,295,91.5,297,318,93.4,92,121,76.0,2,2.5,17,41,12,1,46,749,709,40,9,3,74,21,8,9,0,7,1,577,83,89,296,398,22,17,5,668,1,2,14,5,19,14,9,7,3,9,19,47.4,10,176,54,30.7,44,86,46,13,2,0,11,7,26,8,0,856,55,267,456,195,32,816,20,29,69.0,20,2,613,3155,1645,64,17,5,11,10,746,668,89.5,46,1,0,0,11,10,1,8,7,14,0,0,0,86,15,21,41.7,0,0,0,H,466600000,55750000,2.1245949492471015
Serie A,M,ITA,2021-2022,2021-12-04,16,Milan,4-2-3-1,2,2.9,"
		
			Franck Kessi á 5&rsquor; 
		
			Alexis Saelemaekers á 18&rsquor; 
		
	",1,0,Salernitana,4-4-1-1,0,0.3,"
		
	",2,0,https://fbref.com/en/matches/6feb04b8/Milan-Salernitana-December-4-2021-Serie-A,Salernitana,Away,990,0,0,0,0,7,2,2,0,433,147,19,14,11,0.3,0.3,0.2,11,0,236,317,74.4,22,233,15,10,19,236,317,74.4,4845,2144,103,119,86.6,90,111,81.1,39,75,52.0,0,0.2,5,21,2,0,22,317,278,39,12,0,77,8,5,5,2,3,0,185,46,86,79,192,14,10,4,236,1,4,7,11,19,8,8,9,2,9,29,31.0,20,147,25,17.0,47,81,19,11,6,0,5,14,33,21,1,433,86,168,207,79,7,394,10,19,52.6,10,1,233,1108,527,15,5,0,15,10,304,236,77.6,22,2,0,0,11,11,1,5,14,8,0,0,0,73,21,15,58.3,0,0,0,H,466600000,55750000,2.1245949492471015
Serie A,M,ITA,2021-2022,2021-12-11,17,Udinese,03/05/02,1,1.7,"
		
			Beto á 17&rsquor; 
		
			Isaac Success á 90+5&rsquor; 
		
	",2,1,Milan,4-2-3-1,1,1.1,"
		
			 Zlatan Ibrahimovi_ á 90+2&rsquor;
		
	",2,0,https://fbref.com/en/matches/083343fd/Udinese-Milan-December-11-2021-Serie-A,Milan,Away,990,1,0,0,0,12,1,2,0,797,175,26,7,10,1.1,1.1,0.8,19,0,572,687,83.3,46,551,68,7,12,572,687,83.3,11090,3408,214,256,83.6,257,280,91.8,86,127,67.7,0,0.8,10,49,15,8,46,687,640,47,18,1,72,22,15,5,1,4,0,481,91,115,279,333,26,17,14,572,4,6,18,10,26,20,13,10,3,4,18,22.2,14,175,60,34.3,49,77,49,10,1,0,9,7,33,13,2,797,57,180,478,189,36,755,7,12,58.3,9,1,551,3142,1638,68,15,3,9,12,679,572,84.2,46,2,0,0,11,21,4,15,7,20,0,0,0,100,24,12,66.7,1,0,1,D,103250000,466600000,-1.5083191277461874
Serie A,M,ITA,2021-2022,2021-12-11,17,Udinese,03/05/02,1,1.7,"
		
			Beto á 17&rsquor; 
		
			Isaac Success á 90+5&rsquor; 
		
	",2,1,Milan,4-2-3-1,1,1.1,"
		
			 Zlatan Ibrahimovi_ á 90+2&rsquor;
		
	",2,0,https://fbref.com/en/matches/083343fd/Udinese-Milan-December-11-2021-Serie-A,Udinese,Home,989,1,0,0,0,11,6,2,1,481,148,15,18,11,1.7,1.7,1.3,16,0,259,348,74.4,21,265,36,13,18,259,348,74.4,5068,2361,117,137,85.4,89,108,82.4,42,84,50.0,0,1.3,8,19,2,0,21,348,305,43,13,4,50,11,7,3,0,3,0,204,39,105,76,223,22,10,5,259,1,8,7,9,15,12,12,3,0,3,12,25.0,9,148,45,30.4,62,66,20,11,1,0,10,18,33,35,0,481,77,188,211,111,20,440,13,18,72.2,14,0,265,1645,864,36,12,6,8,22,337,259,76.9,21,2,1,0,21,10,1,7,18,12,0,0,0,79,12,24,33.3,0,0,1,D,103250000,466600000,-1.5083191277461874
