League,Gender,Country,Season,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast_1,xA,KP,Final_Third,PPA,CrsPA,Prog,Att,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Press_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,CK_Pass_Types,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Ground_Height,Low_Height,High_Height,Left_Body_Parts,Right_Body_Parts,Head_Body_Parts,TI_Body_Parts,Other_Body_Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs_Dribbles,Att_Vs_Dribbles,Tkl_percent_Vs_Dribbles,Past_Vs_Dribbles,Press_Pressures,Succ_Pressures,percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int_2,Tkl+Int,Clr,Err,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles_3,Att_Dribbles_4,Succ_percent_Dribbles,Player_NumPl_Dribbles,Megs_Dribbles,Carries_Carries_5,TotDist_Carries,PrgDist_Carries,Prog_Carries_6,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,CrdY_7,CrdR_8,2CrdY,Fls_9,Fld_10,Off_11,Crs_12,Int_13,TklW_14,PKwon_15,PKcon_16,OG_17,Recov,Won_Aerial_Duels,Lost_Aerial_Duels,Won_percent_Aerial_Duels,Cup,Cup_Home,Cup_Away,Win,TM_Value_Home_Team,TM_Value_Away_Team,log_ratio_Value
Serie A,M,ITA,2021-2022,2021-12-19,18,Milan,4-2-3-1,0,0.5,"
		
	",0,0,Napoli,4-2-3-1,1,0.9,"
		
			 Elif Elmas á 5&rsquor;
		
	",2,0,https://fbref.com/en/matches/e3029ebd/Milan-Napoli-December-19-2021-Serie-A,Milan,Home,990,0,0,0,0,12,2,0,0,633,170,19,24,22,0.5,0.5,0.4,19,0,400,518,77.2,43,404,51,10,16,400,518,77.2,7954,2835,142,167,85.0,192,227,84.6,57,103,55.3,0,0.4,9,31,8,2,43,518,476,42,18,0,89,12,16,5,3,2,0,304,79,135,177,260,34,14,7,400,5,7,9,7,19,14,9,10,0,4,14,28.6,10,170,47,27.6,36,94,40,22,7,0,15,24,43,7,0,633,49,174,312,189,23,594,10,16,62.5,10,1,404,2128,1178,51,20,4,15,8,479,400,83.5,43,0,0,0,16,20,5,16,24,14,0,0,0,104,29,19,60.4,0,0,0,A,466600000,505850000,-0.08076782306456984
Serie A,M,ITA,2021-2022,2021-12-19,18,Milan,4-2-3-1,0,0.5,"
		
	",0,0,Napoli,4-2-3-1,1,0.9,"
		
			 Elif Elmas á 5&rsquor;
		
	",2,0,https://fbref.com/en/matches/e3029ebd/Milan-Napoli-December-19-2021-Serie-A,Napoli,Away,990,1,1,0,0,11,2,2,0,658,160,14,9,9,0.9,0.9,0.5,18,2,448,552,81.2,31,452,35,10,14,448,552,81.2,8275,3031,198,223,88.8,180,210,85.7,59,96,61.5,1,0.5,8,26,5,2,31,552,502,50,19,0,46,12,5,5,0,3,0,373,88,91,119,358,30,14,15,448,0,5,20,15,14,8,5,7,2,6,16,37.5,10,160,56,35.0,53,83,24,9,2,0,7,9,23,27,0,658,98,265,321,110,21,611,10,14,71.4,10,0,452,2129,938,35,8,5,11,15,520,448,86.2,31,2,0,0,21,16,0,5,9,8,0,0,0,90,19,29,39.6,0,0,0,A,466600000,505850000,-0.08076782306456984
Serie A,M,ITA,2021-2022,2021-12-22,19,Empoli,4-4-2_,2,1.7,"
		
			Nedim Bajrami á 18&rsquor; 
		
			Andrea Pinamonti (P) á 84&rsquor; 
		
	",1,0,Milan,4-2-3-1,4,1.4,"
		
			 Franck Kessi á 12&rsquor;
		
			 Franck Kessi á 42&rsquor;
		
			 Alessandro Florenzi á 63&rsquor;
		
			 Theo Hernndez á 69&rsquor;
		
	",2,0,https://fbref.com/en/matches/396205f0/Empoli-Milan-December-22-2021-Serie-A,Milan,Away,990,4,2,0,0,18,8,2,0,544,191,17,22,17,1.4,1.4,0.6,29,5,324,409,79.2,27,341,39,4,5,324,409,79.2,5491,2188,163,183,89.1,101,124,81.5,40,77,51.9,2,0.6,12,24,10,5,27,409,367,42,18,0,46,5,15,3,3,0,0,266,47,96,169,203,12,10,6,324,0,4,13,6,17,9,10,5,2,2,10,20.0,8,191,50,26.2,71,75,45,17,4,0,13,22,39,31,0,544,89,189,219,172,21,505,4,5,80.0,4,0,341,1954,1029,39,13,2,11,15,392,324,82.7,27,2,0,0,16,18,0,15,22,9,0,1,0,76,25,19,56.8,0,0,0,A,86600000,466600000,-1.6841725440189401
Serie A,M,ITA,2021-2022,2021-12-22,19,Empoli,4-4-2_,2,1.7,"
		
			Nedim Bajrami á 18&rsquor; 
		
			Andrea Pinamonti (P) á 84&rsquor; 
		
	",1,0,Milan,4-2-3-1,4,1.4,"
		
			 Franck Kessi á 12&rsquor;
		
			 Franck Kessi á 42&rsquor;
		
			 Alessandro Florenzi á 63&rsquor;
		
			 Theo Hernndez á 69&rsquor;
		
	",2,0,https://fbref.com/en/matches/396205f0/Empoli-Milan-December-22-2021-Serie-A,Empoli,Home,990,2,0,1,1,15,4,1,0,630,151,16,15,9,1.7,1.0,0.9,25,1,415,513,80.9,54,430,48,8,10,415,513,80.9,8100,2993,179,204,87.7,167,190,87.9,66,102,64.7,0,0.9,12,34,13,1,54,513,461,52,10,0,118,11,9,6,4,1,0,350,68,95,172,295,10,24,5,415,2,1,18,14,16,6,7,8,1,1,5,20.0,4,151,38,25.2,49,70,32,9,2,0,7,15,31,24,0,630,85,209,286,189,27,578,8,10,80.0,8,0,430,2852,1500,48,19,2,12,16,501,415,82.8,54,1,0,0,18,13,2,9,15,6,0,0,0,79,19,25,43.2,0,0,0,A,86600000,466600000,-1.6841725440189401
Serie A,M,ITA,2021-2022,2022-01-06,20,Milan,4-2-3-1,3,2.9,"
		
			Olivier Giroud (P) á 8&rsquor; 
		
			Junior Messias á 17&rsquor; 
		
			Rafael Leo á 82&rsquor; 
		
	",2,0,Roma,03/05/02,1,0.8,"
		
			 Tammy Abraham á 40&rsquor;
		
			 Rick Karsdorp á 74&rsquor;
		
			 Gianluca Mancini á 90+3&rsquor;
		
	",6,2,https://fbref.com/en/matches/8e60ec01/Milan-Roma-January-6-2022-Serie-A,Roma,Away,972,1,0,0,0,11,5,7,2,489,143,23,16,12,0.8,0.8,0.4,9,1,274,364,75.3,28,289,39,6,10,274,364,75.3,5387,1871,102,126,81.0,131,161,81.4,35,65,53.8,0,0.4,4,18,4,1,28,364,317,47,7,1,60,12,5,9,4,5,0,241,56,67,86,230,13,21,6,274,1,8,30,7,23,12,11,9,3,7,19,36.8,12,143,49,34.3,58,48,37,12,5,0,7,16,39,26,1,489,54,168,243,110,14,443,6,10,60.0,7,0,289,1465,878,39,8,2,18,11,345,274,79.4,28,7,2,2,20,6,3,5,16,12,0,1,0,75,13,12,52.0,0,0,0,H,466600000,390650000,0.17766034114457624
Serie A,M,ITA,2021-2022,2022-01-06,20,Milan,4-2-3-1,3,2.9,"
		
			Olivier Giroud (P) á 8&rsquor; 
		
			Junior Messias á 17&rsquor; 
		
			Rafael Leo á 82&rsquor; 
		
	",2,0,Roma,03/05/02,1,0.8,"
		
			 Tammy Abraham á 40&rsquor;
		
			 Rick Karsdorp á 74&rsquor;
		
			 Gianluca Mancini á 90+3&rsquor;
		
	",6,2,https://fbref.com/en/matches/8e60ec01/Milan-Roma-January-6-2022-Serie-A,Milan,Home,990,3,0,1,2,17,3,2,0,567,144,14,30,11,2.9,1.4,0.7,24,4,347,441,78.7,22,390,41,12,19,347,441,78.7,7262,2118,121,140,86.4,154,180,85.6,65,102,63.7,0,0.7,8,21,5,2,22,441,390,51,20,0,51,16,7,3,2,1,0,307,63,71,134,259,11,20,8,347,1,9,15,7,14,11,8,3,3,3,10,30.0,7,144,58,40.3,53,62,29,11,4,0,7,30,44,16,0,567,71,217,255,139,25,515,12,19,63.2,12,1,390,1935,1008,41,14,7,11,16,409,347,84.8,22,2,0,0,6,20,1,7,30,11,1,0,0,79,12,13,48.0,0,0,0,H,466600000,390650000,0.17766034114457624
Serie A,M,ITA,2021-2022,2022-01-09,21,Venezia,4-3-2-1,0,0.4,"
		
			Michael Svoboda á 58&rsquor; 
		
	",1,1,Milan,4-2-3-1,3,2.8,"
		
			 Zlatan Ibrahimovi_ á 2&rsquor;
		
			 Theo Hernndez á 48&rsquor;
		
			 Theo Hernndez (P) á 59&rsquor;
		
	",3,0,https://fbref.com/en/matches/18ac0a53/Venezia-Milan-January-9-2022-Serie-A,Venezia,Home,957,0,0,0,0,10,3,1,1,520,152,17,16,21,0.4,0.4,0.4,20,0,332,418,79.4,29,345,37,7,13,332,418,79.4,6427,2192,142,167,85.0,138,159,86.8,48,77,62.3,0,0.4,10,24,6,2,29,418,380,38,12,0,58,9,10,1,0,1,0,315,36,67,139,236,14,13,5,332,2,7,23,9,17,13,8,7,2,6,25,24.0,19,152,53,34.9,58,63,31,21,6,2,15,16,33,14,1,520,93,244,196,121,12,486,7,13,53.8,8,1,345,2046,1241,37,14,0,4,14,407,332,81.6,29,1,1,0,11,13,2,10,16,13,0,0,0,70,15,15,50.0,0,0,0,A,87830000,466600000,-1.6700692316583035
Serie A,M,ITA,2021-2022,2022-01-09,21,Venezia,4-3-2-1,0,0.4,"
		
			Michael Svoboda á 58&rsquor; 
		
	",1,1,Milan,4-2-3-1,3,2.8,"
		
			 Zlatan Ibrahimovi_ á 2&rsquor;
		
			 Theo Hernndez á 48&rsquor;
		
			 Theo Hernndez (P) á 59&rsquor;
		
	",3,0,https://fbref.com/en/matches/18ac0a53/Venezia-Milan-January-9-2022-Serie-A,Milan,Away,990,3,2,1,1,17,6,3,0,773,141,19,23,10,2.9,2.7,1.8,30,5,584,670,87.2,37,560,56,18,25,584,670,87.2,11659,3192,228,248,91.9,260,281,92.5,90,122,73.8,2,1.8,14,24,9,1,37,670,625,45,12,0,58,17,8,7,4,0,1,532,62,76,175,444,11,18,10,584,0,1,16,14,19,10,13,2,4,5,13,38.5,8,141,44,31.2,38,48,55,10,2,0,8,23,42,10,0,773,73,269,378,166,29,730,18,25,72.0,19,1,560,2472,1404,56,19,8,12,11,660,584,88.5,37,3,0,0,15,10,0,8,23,10,0,0,0,69,15,15,50.0,0,0,0,A,87830000,466600000,-1.6700692316583035
Serie A,M,ITA,2021-2022,2022-01-17,22,Milan,4-2-3-1,1,2.5,"
		
			Rafael Leo á 45&rsquor; 
		
	",2,0,Spezia,04/03/03,2,1.4,"
		
			 Kevin Agudelo á 64&rsquor;
		
			 Emmanuel Gyasi á 90+6&rsquor;
		
	",5,0,https://fbref.com/en/matches/3a49d3a9/Milan-Spezia-January-17-2022-Serie-A,Spezia,Away,990,2,0,0,0,10,6,5,0,484,177,21,12,20,1.4,1.4,1.4,17,4,274,367,74.7,20,272,33,10,11,274,367,74.7,5299,2200,118,139,84.9,100,127,78.7,44,83,53.0,0,1.4,9,15,9,3,20,367,325,42,12,1,52,8,8,1,1,0,0,210,55,102,123,183,25,16,7,274,4,4,8,7,21,14,11,9,1,10,26,38.5,16,177,47,26.6,66,87,24,20,6,0,14,12,33,20,1,484,102,213,214,93,16,443,10,11,90.9,10,0,272,1659,883,33,14,3,13,10,338,274,81.1,20,5,0,0,18,12,4,8,12,14,0,1,0,74,12,21,36.4,0,1,0,A,466600000,70000000,1.8969771175379706
Serie A,M,ITA,2021-2022,2022-01-17,22,Milan,4-2-3-1,1,2.5,"
		
			Rafael Leo á 45&rsquor; 
		
	",2,0,Spezia,04/03/03,2,1.4,"
		
			 Kevin Agudelo á 64&rsquor;
		
			 Emmanuel Gyasi á 90+6&rsquor;
		
	",5,0,https://fbref.com/en/matches/3a49d3a9/Milan-Spezia-January-17-2022-Serie-A,Milan,Home,990,1,0,0,1,24,8,2,0,648,133,11,8,8,2.6,1.8,1.3,40,0,448,540,83.0,48,479,57,16,26,448,540,83.0,8603,3185,183,205,89.3,184,203,90.6,67,105,63.8,0,1.3,20,45,16,3,48,540,492,48,19,2,76,10,12,10,7,3,0,379,58,103,138,349,13,12,9,448,1,5,11,14,11,10,5,6,0,1,11,9.1,10,133,52,39.1,34,72,27,8,1,0,7,8,19,13,0,648,57,189,313,197,42,600,16,26,61.5,16,1,479,2697,1422,57,14,5,13,11,517,448,86.7,48,2,0,0,13,17,1,12,8,10,1,0,0,92,21,12,63.6,1,1,0,A,466600000,70000000,1.8969771175379706
Serie A,M,ITA,2021-2022,2022-01-23,23,Milan,4-2-3-1,0,0.7,"
		
	",2,0,Juventus,04/04/02,0,0.4,"
		
	",2,0,https://fbref.com/en/matches/c439f074/Milan-Juventus-January-23-2022-Serie-A,Milan,Home,990,0,0,0,0,14,4,2,0,594,143,25,24,4,0.7,0.7,0.4,22,0,392,495,79.2,27,412,62,11,14,392,495,79.2,7430,2570,164,192,85.4,159,187,85.0,59,89,66.3,0,0.4,8,23,13,5,27,495,443,52,21,0,70,10,16,4,1,0,0,359,41,95,187,254,20,19,6,392,1,5,18,16,25,21,6,13,6,6,15,40.0,9,143,50,35.0,33,73,37,4,2,0,2,24,49,13,0,594,55,174,258,211,29,545,11,14,78.6,11,1,412,2552,1422,62,21,9,12,15,455,392,86.2,27,2,0,0,18,22,2,16,24,21,0,0,0,76,10,18,35.7,0,0,1,D,466600000,566400000,-0.1938281827921804
Serie A,M,ITA,2021-2022,2022-01-23,23,Milan,4-2-3-1,0,0.7,"
		
	",2,0,Juventus,04/04/02,0,0.4,"
		
	",2,0,https://fbref.com/en/matches/c439f074/Milan-Juventus-January-23-2022-Serie-A,Juventus,Away,990,0,0,0,0,8,0,2,0,683,153,18,22,21,0.4,0.4,0.4,14,0,475,558,85.1,28,430,61,8,15,475,558,85.1,9294,3017,190,209,90.9,208,237,87.8,70,101,69.3,0,0.4,7,34,7,4,28,558,520,38,18,0,38,19,10,1,1,0,0,409,62,87,209,296,21,14,8,475,3,10,21,2,18,14,9,6,3,3,14,21.4,11,153,47,30.7,65,56,32,21,5,0,16,22,40,17,0,683,89,249,333,159,19,648,8,15,53.3,9,0,430,2633,1420,61,18,6,16,19,534,475,89.0,28,2,0,0,22,16,3,10,22,14,0,0,0,75,18,10,64.3,1,0,1,D,466600000,566400000,-0.1938281827921804
Serie A,M,ITA,2021-2022,2022-02-05,24,Internazionale,03/05/02,1,0.9,"
		
			Ivan Peri_i_ á 38&rsquor; 
		
	",2,0,Milan,4-2-3-1,2,1.4,"
		
			 Olivier Giroud á 75&rsquor;
		
			 Olivier Giroud á 78&rsquor;
		
			 Theo Hernndez á 90+5&rsquor;
		
	",4,1,https://fbref.com/en/matches/85e329ed/Derby-della-Madonnina-Internazionale-Milan-February-5-2022-Serie-A,Milan,Away,989,2,1,0,0,10,3,4,1,573,134,18,10,18,1.4,1.4,0.7,17,3,375,457,82.1,27,407,37,14,22,375,457,82.1,7673,2377,148,165,89.7,164,186,88.2,60,93,64.5,1,0.7,6,29,6,0,27,457,411,46,20,0,70,14,4,4,1,0,0,352,38,67,188,228,10,13,7,375,1,8,12,9,18,12,6,9,3,7,13,53.8,6,134,37,27.6,48,48,38,18,6,0,12,10,28,16,0,573,73,196,297,124,11,529,14,22,63.6,15,1,407,2038,1160,37,13,1,9,14,447,375,83.9,27,4,1,0,14,21,2,4,10,12,0,0,0,65,12,10,54.5,0,0,0,A,550900000,466600000,0.16608094489134126
Serie A,M,ITA,2021-2022,2022-02-05,24,Internazionale,03/05/02,1,0.9,"
		
			Ivan Peri_i_ á 38&rsquor; 
		
	",2,0,Milan,4-2-3-1,2,1.4,"
		
			 Olivier Giroud á 75&rsquor;
		
			 Olivier Giroud á 78&rsquor;
		
			 Theo Hernndez á 90+5&rsquor;
		
	",4,1,https://fbref.com/en/matches/85e329ed/Derby-della-Madonnina-Internazionale-Milan-February-5-2022-Serie-A,Internazionale,Home,990,1,1,0,0,12,5,2,0,511,166,21,12,15,0.9,0.9,0.7,21,2,318,396,80.3,45,292,31,5,14,318,396,80.3,6778,2719,119,132,90.2,132,158,83.5,63,91,69.2,1,0.7,10,31,8,4,45,396,352,44,16,0,61,25,21,6,1,5,0,240,55,101,84,269,13,16,6,318,1,5,10,12,21,15,12,7,2,7,22,31.8,15,166,48,28.9,62,75,29,15,6,0,9,12,33,13,0,511,51,185,217,152,27,470,5,14,35.7,6,0,292,1823,1011,31,13,2,9,11,370,318,85.9,45,2,0,0,22,15,1,21,12,15,0,0,0,75,10,12,45.5,0,0,0,A,550900000,466600000,0.16608094489134126
Serie A,M,ITA,2021-2022,2022-02-13,25,Milan,4-2-3-1,1,1.4,"
		
			Rafael Leo á 8&rsquor; 
		
	",3,0,Sampdoria,4-4-1-1,0,0.2,"
		
	",1,0,https://fbref.com/en/matches/a731be6f/Milan-Sampdoria-February-13-2022-Serie-A,Milan,Home,990,1,1,0,0,15,7,3,0,614,218,19,29,7,1.5,1.5,1.1,26,2,418,510,82.0,37,417,42,19,30,418,510,82.0,8284,2606,158,181,87.3,184,206,89.3,70,114,61.4,1,1.1,12,24,9,3,37,510,471,39,14,0,59,12,14,4,2,1,0,338,76,96,166,292,13,16,11,418,2,9,14,5,19,13,6,8,5,7,17,41.2,10,218,71,32.6,36,112,70,7,2,0,5,29,48,8,1,614,62,199,290,168,31,577,19,30,63.3,20,3,417,2060,1072,42,22,8,12,14,496,418,84.3,37,3,0,0,14,13,2,14,29,13,0,0,0,81,19,10,65.5,1,1,0,H,466600000,103300000,1.5078349834617366
Serie A,M,ITA,2021-2022,2022-02-13,25,Milan,4-2-3-1,1,1.4,"
		
			Rafael Leo á 8&rsquor; 
		
	",3,0,Sampdoria,4-4-1-1,0,0.2,"
		
	",1,0,https://fbref.com/en/matches/a731be6f/Milan-Sampdoria-February-13-2022-Serie-A,Sampdoria,Away,990,0,0,0,0,4,1,1,0,607,151,24,16,9,0.2,0.2,0.1,5,0,413,507,81.5,25,428,22,9,17,413,507,81.5,7746,2639,197,223,88.3,142,170,83.5,64,98,65.3,0,0.1,2,18,4,0,25,507,465,42,15,0,108,15,6,0,0,0,0,353,50,104,135,319,18,15,12,413,3,7,28,6,24,17,12,10,2,10,30,33.3,20,151,54,35.8,50,81,20,9,3,0,6,16,40,14,0,607,100,261,308,74,6,567,9,17,52.9,10,0,428,1957,901,22,6,1,9,12,488,413,84.6,25,1,0,0,14,14,3,6,16,17,0,0,0,77,10,19,34.5,0,1,0,H,466600000,103300000,1.5078349834617366
Serie A,M,ITA,2021-2022,2022-02-19,26,Salernitana,4-2-3-1,2,1.4,"
		
			Federico Bonazzoli á 29&rsquor; 
		
			Milan _uri_ á 72&rsquor; 
		
	",2,0,Milan,4-2-3-1,2,1.3,"
		
			 Junior Messias á 5&rsquor;
		
			 Ante Rebi_ á 77&rsquor;
		
	",4,0,https://fbref.com/en/matches/2952f038/Salernitana-Milan-February-19-2022-Serie-A,Milan,Away,990,2,2,0,0,13,5,4,0,647,151,21,9,15,1.3,1.3,1.0,19,4,430,532,80.8,41,410,46,12,26,430,532,80.8,9314,2861,134,162,82.7,209,237,88.2,81,120,67.5,2,1.0,8,31,12,4,41,532,489,43,13,4,76,21,19,7,2,5,0,374,54,104,199,273,16,15,9,430,0,9,21,9,21,13,7,10,4,11,22,50.0,11,151,52,34.4,33,62,56,15,5,1,10,9,30,12,1,647,52,182,311,199,26,604,12,26,46.2,13,1,410,2120,1353,46,14,1,15,11,510,430,84.3,41,4,0,0,13,18,0,19,9,13,0,0,0,100,24,26,48.0,0,0,0,D,55750000,466600000,-2.1245949492471015
Serie A,M,ITA,2021-2022,2022-02-19,26,Salernitana,4-2-3-1,2,1.4,"
		
			Federico Bonazzoli á 29&rsquor; 
		
			Milan _uri_ á 72&rsquor; 
		
	",2,0,Milan,4-2-3-1,2,1.3,"
		
			 Junior Messias á 5&rsquor;
		
			 Ante Rebi_ á 77&rsquor;
		
	",4,0,https://fbref.com/en/matches/2952f038/Salernitana-Milan-February-19-2022-Serie-A,Salernitana,Home,990,2,2,0,0,9,4,2,0,492,149,24,22,13,1.4,1.4,0.5,12,3,259,349,74.2,14,276,25,9,22,259,349,74.2,5547,2429,101,119,84.9,108,130,83.1,45,84,53.6,2,0.5,5,15,7,4,14,349,301,48,12,0,59,15,11,4,4,0,0,195,40,114,113,172,14,22,7,259,0,5,9,11,24,17,16,7,1,13,26,50.0,13,149,55,36.9,65,66,18,13,3,0,10,22,46,33,0,492,84,216,194,107,15,446,9,22,40.9,11,2,276,1399,721,25,8,1,16,10,300,259,86.3,14,2,0,0,19,13,0,11,22,17,0,0,0,77,26,24,52.0,0,0,0,D,55750000,466600000,-2.1245949492471015
Serie A,M,ITA,2021-2022,2022-02-25,27,Milan,4-2-3-1,1,0.7,"
		
			Rafael Leo á 29&rsquor; 
		
	",2,0,Udinese,03/05/02,1,1.0,"
		
			 Iyenoma Udogie á 66&rsquor;
		
	",4,0,https://fbref.com/en/matches/cac946ce/Milan-Udinese-February-25-2022-Serie-A,Milan,Home,990,1,1,0,0,9,3,2,0,642,176,21,21,11,0.7,0.7,0.7,15,2,445,535,83.2,40,448,52,14,24,445,535,83.2,8304,2494,180,203,88.7,197,223,88.3,53,80,66.3,1,0.7,8,27,9,0,40,535,487,48,21,0,57,10,8,5,0,2,0,399,49,87,201,284,12,16,10,445,1,4,16,12,21,13,15,3,3,11,26,42.3,15,176,38,21.6,57,72,47,11,2,0,9,21,42,12,0,642,54,194,331,170,19,598,14,24,58.3,17,1,448,2082,1224,52,19,2,19,3,504,445,88.3,40,2,0,0,14,17,3,8,21,13,0,0,0,69,16,17,48.5,0,0,0,D,466600000,103250000,1.5083191277461876
Serie A,M,ITA,2021-2022,2022-02-25,27,Milan,4-2-3-1,1,0.7,"
		
			Rafael Leo á 29&rsquor; 
		
	",2,0,Udinese,03/05/02,1,1.0,"
		
			 Iyenoma Udogie á 66&rsquor;
		
	",4,0,https://fbref.com/en/matches/cac946ce/Milan-Udinese-February-25-2022-Serie-A,Udinese,Away,990,1,1,0,0,11,6,4,0,454,123,10,16,16,1.1,1.1,0.5,13,1,247,328,75.3,28,266,24,14,26,247,328,75.3,4659,1927,104,123,84.6,98,114,86.0,36,69,52.2,1,0.5,6,18,10,2,28,328,285,43,16,0,76,7,11,4,1,1,0,201,40,87,87,197,14,16,5,247,4,5,21,9,10,7,6,3,1,7,24,29.2,17,123,39,31.7,53,50,20,16,4,0,12,16,26,26,0,454,55,158,186,138,26,411,14,26,53.8,15,0,266,1414,791,24,8,4,14,10,309,247,79.9,28,4,0,0,19,14,4,11,16,7,0,0,0,83,17,16,51.5,0,0,0,D,466600000,103250000,1.5083191277461876
